Finance_id,Date_id,Budget_id,Fournisseur_id,Budget_consommé_vs_engagé,Délai_paiement_fournisseurs,Taux_fiabilité_prévisions
7767,79,22,47,30542.66,45,97.11
7768,82,17,28,41699.37,57,94.33
7769,89,25,15,82373.52,20,97.43
7770,68,29,22,65318.99,16,85.04
7771,24,6,44,38490.26,28,72.19
7772,96,21,6,70032.77,82,89.07
7773,28,1,29,24556.43,58,80.12
7774,51,25,17,98051.73,74,79.09
7775,15,7,35,29816.91,19,81.52
7776,17,11,14,54367.75,7,93.92
7777,72,12,7,64548.14,36,87.64
7778,22,16,40,97700.56,64,74.96
7779,76,29,47,24295.45,31,90.67
7780,8,19,16,24695.68,59,99.26
7781,19,17,39,89682.16,38,85.58
7782,3,29,49,12061.28,81,90.27
7783,18,23,13,56076.87,31,75.61
7784,12,1,14,26001.8,68,73.64
7785,95,2,23,61522.81,49,75.91
7786,30,7,38,7744.36,21,78.37
7787,15,30,35,53992.23,9,70.02
7788,67,30,38,42439.51,11,87.8
7789,92,1,40,17021.63,54,74.49
7790,89,20,40,91633.34,28,82.47
7791,28,20,45,24579.57,73,93.71
7792,39,30,46,36235.03,11,79.84
7793,70,5,13,88055.02,83,92.89
7794,14,3,39,13288.22,7,79.61
7795,75,10,45,67872.81,48,81.7
7796,94,24,50,49979.12,7,89.07
7797,85,23,48,72401.68,11,92.44
7798,87,1,45,15060.31,16,87.76
7799,88,16,47,85046.0,26,79.2
7800,100,7,28,56727.93,38,91.7
7801,62,26,36,24498.2,80,89.26
7802,51,11,25,96864.93,33,73.78
7803,26,25,14,50393.68,18,99.39
7804,23,17,38,59899.97,71,87.23
7805,38,18,37,28732.61,16,86.15
7806,10,13,28,50529.3,20,83.55
7807,65,15,35,21933.45,63,85.06
7808,64,12,47,99721.82,19,82.45
7809,84,6,3,54317.57,18,88.75
7810,25,18,43,96009.34,80,70.83
7811,43,26,7,24918.99,64,88.18
7812,69,29,7,75394.74,54,78.3
7813,72,4,8,23802.3,68,89.01
7814,9,16,12,61883.04,53,74.21
7815,43,20,23,47355.99,82,73.3
7816,90,5,4,73333.4,85,70.67
7817,82,17,43,57357.05,60,83.69
7818,26,14,44,46035.22,12,95.67
7819,10,16,24,26359.33,7,88.39
7820,69,8,11,81643.18,55,92.27
7821,65,29,48,99221.59,64,94.07
7822,43,7,44,75308.09,80,96.46
7823,85,4,17,31021.51,15,72.36
7824,67,26,48,87218.76,20,76.9
7825,9,30,6,27379.87,30,70.55
7826,94,24,25,29004.2,8,85.91
7827,44,18,37,19520.51,42,77.61
7828,37,10,45,32262.06,9,91.15
7829,82,12,38,77135.56,53,95.65
7830,40,12,1,84568.46,24,72.23
7831,25,15,20,96845.18,23,77.74
7832,19,23,25,55900.44,62,96.76
7833,34,28,15,37613.79,48,96.33
7834,23,12,41,22789.23,72,95.72
7835,18,1,12,34886.93,36,81.67
7836,21,23,7,98752.13,54,84.83
7837,87,22,29,59467.13,46,70.89
7838,4,8,11,13938.8,82,95.02
7839,52,25,11,54862.89,39,93.94
7840,15,15,15,93613.83,87,93.25
7841,18,1,40,22754.79,34,70.6
7842,37,8,50,97264.33,87,95.46
7843,19,27,6,89975.86,62,96.85
7844,86,4,9,7125.74,52,77.43
7845,39,10,29,21936.33,83,75.18
7846,22,17,27,8857.12,67,73.58
7847,45,10,43,36911.12,17,94.64
7848,99,19,18,16310.32,17,95.9
7849,61,5,26,34668.46,69,70.97
7850,59,28,23,92871.36,18,74.43
7851,91,17,5,9802.17,87,96.92
7852,60,27,13,31718.09,62,83.75
7853,8,28,7,50401.03,21,77.43
7854,15,13,45,93652.75,59,93.32
7855,75,5,31,70843.13,59,97.01
7856,76,18,34,92641.66,22,74.49
7857,11,9,15,51409.29,34,87.49
7858,21,6,8,67034.5,51,86.0
7859,89,5,31,68282.55,17,91.89
7860,99,22,11,28836.39,59,84.55
7861,82,27,29,57911.38,15,82.25
7862,97,8,19,43659.26,29,75.83
7863,82,9,19,31181.37,65,83.31
7864,2,21,35,66731.2,61,94.61
7865,25,1,9,12066.89,15,95.98
7866,59,14,9,9225.39,58,86.68
7867,79,6,38,91401.69,49,83.82
7868,90,15,40,97803.6,55,85.32
7869,45,30,34,85458.07,62,84.92
7870,91,5,11,7710.69,33,97.57
7871,9,1,22,14632.06,76,82.61
7872,43,15,22,6204.31,44,78.02
7873,76,24,9,53357.39,70,74.74
7874,31,18,6,19901.56,9,97.19
7875,26,20,37,46333.44,56,83.11
7876,31,5,31,83898.39,35,99.77
7877,3,1,25,48588.31,65,98.53
7878,54,4,43,26586.92,87,97.81
7879,26,13,24,21564.93,59,96.23
7880,20,29,37,38723.28,58,79.19
7881,61,4,3,17719.66,17,78.63
7882,18,2,39,60189.16,19,95.03
7883,62,5,33,69266.51,53,93.68
7884,28,5,6,31363.67,25,92.87
7885,61,7,29,77456.37,71,85.64
7886,18,15,34,80378.4,81,94.91
7887,38,22,26,10151.09,26,82.68
7888,48,27,32,89144.74,9,95.5
7889,78,11,47,72815.72,52,84.49
7890,88,29,35,70300.72,6,97.88
7891,100,27,40,88866.09,74,73.62
7892,70,30,36,72308.4,10,85.96
7893,59,14,5,12015.34,45,95.96
7894,73,19,49,30115.37,10,83.01
7895,58,5,39,35055.05,22,95.31
7896,47,1,45,71554.22,53,77.95
7897,19,21,3,60916.64,78,93.68
7898,99,11,32,62063.34,68,93.62
7899,38,5,26,61476.87,37,70.06
7900,68,3,12,78011.39,61,81.6
7901,9,6,20,90376.29,77,76.73
7902,58,17,33,51938.3,65,83.25
7903,70,20,33,31979.62,79,98.46
7904,100,19,19,5126.79,28,77.1
7905,54,27,16,81113.57,42,76.9
7906,85,13,17,56112.36,64,74.43
7907,41,27,11,51909.61,28,99.47
7908,35,8,21,52101.32,70,93.9
7909,23,20,40,79833.9,87,94.14
7910,49,1,36,59335.18,27,75.99
7911,95,30,48,90213.14,90,72.74
7912,60,22,44,84525.35,73,80.53
7913,94,24,32,28479.69,36,89.55
7914,9,9,31,39896.72,29,93.64
7915,75,21,50,35383.0,42,87.14
7916,78,2,28,59453.01,41,82.48
7917,55,10,5,38492.44,73,92.17
7918,20,22,17,98101.99,58,76.44
7919,18,24,40,55316.64,9,94.62
7920,69,26,32,15113.57,85,74.89
7921,4,8,12,79767.57,20,70.74
7922,12,23,24,54629.92,34,86.08
7923,87,11,44,97318.15,64,92.83
7924,95,25,26,30646.61,17,89.18
7925,36,1,5,91476.92,66,81.19
7926,37,21,38,93084.39,70,72.69
7927,47,28,6,5185.19,76,70.12
7928,75,16,14,40337.82,39,97.71
7929,35,20,42,55680.3,46,99.05
7930,59,16,36,8863.64,89,83.82
7931,5,18,24,41358.82,38,73.22
7932,25,16,6,65301.47,77,97.21
7933,97,10,1,89266.25,36,91.57
7934,85,7,12,36723.85,79,86.78
7935,26,20,40,44256.75,47,74.15
7936,81,16,1,69759.97,49,93.56
7937,3,13,33,55861.03,40,74.12
7938,47,19,25,65431.57,26,71.67
7939,44,6,30,25978.97,38,87.49
7940,49,20,44,55368.26,50,86.5
7941,99,16,13,74667.9,47,76.61
7942,9,2,23,62853.08,19,95.48
7943,5,24,41,81285.69,55,84.12
7944,95,8,44,47660.8,66,72.17
7945,74,2,10,38600.13,83,94.1
7946,16,27,20,15714.24,48,73.36
7947,52,25,36,46696.79,8,73.19
7948,11,17,17,12491.77,41,93.82
7949,86,22,1,53887.28,54,75.42
7950,71,16,31,23936.16,58,79.82
7951,90,24,7,81428.15,24,97.88
7952,21,11,25,13684.41,17,86.06
7953,68,8,46,5854.83,65,77.02
7954,91,22,19,96392.75,58,99.45
7955,85,8,25,22096.68,11,96.71
7956,56,22,17,19306.22,18,97.79
7957,28,21,30,9005.04,69,70.18
7958,31,30,34,77643.17,59,92.48
7959,14,5,44,44561.59,55,78.56
7960,6,21,40,87100.64,55,73.03
7961,56,30,31,32769.85,68,79.89
7962,83,13,49,23843.42,53,85.34
7963,69,10,35,71867.21,19,83.78
7964,13,11,40,47901.88,16,93.16
7965,32,20,32,78746.91,42,74.75
7966,40,6,18,37091.01,70,88.21
7967,85,22,26,68723.65,24,79.97
7968,79,25,11,67773.1,14,84.7
7969,35,25,39,14362.78,31,96.53
7970,84,29,25,49251.41,13,98.33
7971,38,18,34,67685.13,59,86.59
7972,56,8,31,47421.84,30,82.09
7973,49,21,35,58312.71,14,86.41
7974,20,26,7,31321.44,50,90.19
7975,87,2,18,19493.49,14,94.74
7976,61,3,33,92722.91,54,75.22
7977,51,11,36,79238.62,54,79.76
7978,41,29,21,22464.5,79,99.15
7979,71,21,22,52195.47,66,82.49
7980,99,1,42,19785.68,33,71.48
7981,86,15,28,62871.55,14,70.65
7982,54,25,4,27164.97,22,89.73
7983,76,1,8,24098.45,30,87.25
7984,35,11,24,71660.37,13,97.83
7985,77,10,33,53157.96,11,79.37
7986,74,30,38,99821.12,10,79.19
7987,36,14,10,8191.92,86,80.73
7988,85,26,22,26636.52,54,96.72
7989,51,4,21,30462.36,6,73.18
7990,8,13,37,53021.04,56,97.62
7991,38,24,26,29532.67,35,85.85
7992,25,3,21,93160.89,74,75.65
7993,53,3,38,49522.03,24,85.44
7994,35,26,24,78877.08,57,85.9
7995,27,23,48,84200.91,59,89.91
7996,25,24,42,65754.58,59,90.5
7997,45,11,4,95314.1,13,76.35
7998,15,12,6,62018.13,33,93.17
7999,79,9,29,93752.81,27,82.34
8000,16,3,6,30015.88,75,77.68
8001,4,24,29,80867.36,51,99.09
8002,63,17,8,90099.4,53,87.56
8003,38,26,26,58831.09,46,71.09
8004,98,14,48,77058.33,73,96.56
8005,97,21,21,64631.66,89,90.19
8006,6,21,22,53703.0,46,75.59
8007,93,13,10,23333.5,24,93.95
8008,19,12,41,60715.06,23,99.38
8009,52,4,24,86858.63,30,74.73
8010,95,20,30,19560.09,68,96.82
8011,72,20,10,77785.18,20,86.54
8012,45,9,29,98530.37,64,77.81
8013,11,19,6,47451.53,66,75.63
8014,36,2,9,67032.62,90,92.52
8015,59,28,4,37139.3,37,84.12
8016,35,19,29,29333.14,42,94.18
8017,12,8,48,49696.66,45,89.79
8018,5,14,8,13760.72,88,84.25
8019,97,23,27,34390.6,31,97.5
8020,77,28,39,74920.07,30,91.9
8021,1,6,6,75462.21,32,83.89
8022,21,18,18,99895.27,31,89.87
8023,68,6,19,22848.99,83,87.38
8024,69,24,9,43107.58,43,79.98
8025,97,20,17,78968.37,34,80.64
8026,20,29,13,34140.29,26,91.54
8027,23,27,21,56052.15,15,72.63
8028,54,12,13,97140.96,34,86.12
8029,33,3,27,99660.42,21,71.81
8030,79,18,1,45067.81,24,88.07
8031,67,4,23,88802.58,77,88.24
8032,96,14,18,85245.51,29,83.48
8033,61,7,48,98988.12,63,76.76
8034,85,18,33,39191.92,68,87.7
8035,51,26,31,75038.18,44,79.32
8036,56,3,22,82792.2,84,78.31
8037,64,18,49,81170.62,61,91.79
8038,15,18,45,72133.17,48,78.07
8039,29,12,16,38086.69,59,87.95
8040,5,28,22,23981.27,22,92.08
8041,10,17,46,61035.6,81,92.86
8042,34,19,33,59683.79,30,92.65
8043,12,16,37,12973.59,11,98.12
8044,5,5,33,66026.79,32,73.62
8045,28,14,41,71738.92,52,73.57
8046,37,4,24,88414.64,20,95.56
8047,82,10,30,54708.32,11,98.72
8048,29,8,19,46603.06,46,80.69
8049,71,9,49,26844.01,56,71.03
8050,25,28,21,49693.2,30,75.66
8051,52,20,35,56394.19,46,85.72
8052,32,7,33,70156.87,84,90.35
8053,24,2,34,37099.28,51,93.49
8054,85,25,25,74041.73,33,72.26
8055,74,11,22,47208.94,29,76.19
8056,1,15,7,58362.95,55,83.83
8057,26,26,28,25610.12,9,76.72
8058,73,24,5,93657.03,87,79.8
8059,58,6,6,45650.4,59,90.07
8060,4,1,1,69474.09,16,75.76
8061,5,12,28,96752.08,46,95.22
8062,45,19,11,84590.88,5,80.31
8063,16,18,3,89139.5,58,71.63
8064,46,28,36,95820.15,85,83.04
8065,94,12,38,69196.54,5,74.16
8066,58,25,8,37722.82,22,83.58
8067,75,18,37,89344.16,75,78.26
8068,34,5,13,58799.84,80,90.09
8069,71,24,34,36728.67,52,79.1
8070,20,15,31,80740.54,47,72.71
8071,73,20,32,25177.06,29,96.53
8072,88,20,40,29228.92,66,78.96
8073,93,20,9,34015.34,33,86.49
8074,61,23,27,83423.37,72,72.36
8075,41,3,32,50537.13,75,96.5
8076,37,26,31,16437.16,49,98.26
8077,31,12,36,96253.54,59,75.67
8078,3,30,16,6975.33,74,94.28
8079,39,3,21,22122.76,28,70.6
8080,19,16,37,22430.75,84,92.35
8081,36,30,21,52342.08,47,84.13
8082,9,13,30,63862.58,11,89.89
8083,91,17,8,58702.82,8,98.79
8084,68,18,31,73017.9,23,79.09
8085,7,13,27,35011.41,27,97.13
8086,95,25,36,60386.19,71,85.0
8087,40,10,35,94823.56,31,74.75
8088,64,24,15,22030.85,73,76.62
8089,53,30,11,81753.06,20,87.9
8090,92,11,33,25750.03,56,92.72
8091,48,21,2,53736.5,55,94.73
8092,18,2,49,10142.45,11,82.64
8093,72,16,26,96661.46,61,86.87
8094,33,15,22,97568.98,65,85.41
8095,62,8,40,71415.96,37,72.22
8096,30,2,1,16329.81,89,88.0
8097,55,20,2,84450.79,52,89.48
8098,66,24,9,28031.33,20,70.92
8099,56,15,29,52668.86,48,70.54
8100,46,14,50,92830.92,38,91.02
8101,70,11,41,61000.08,64,89.19
8102,25,11,17,51424.22,36,76.56
8103,48,9,13,17044.09,28,95.01
8104,54,23,30,27073.04,30,96.85
8105,89,29,34,61001.89,74,75.21
8106,25,5,29,91436.69,82,95.03
8107,31,5,36,40898.85,51,87.97
8108,31,11,49,54292.78,81,85.01
8109,63,18,18,48101.22,47,76.42
8110,89,13,22,74996.46,44,80.25
8111,2,7,15,98205.02,34,73.52
8112,59,3,28,65794.46,19,81.24
8113,60,21,21,70126.59,83,89.67
8114,41,20,36,42625.0,47,71.65
8115,91,7,20,29138.26,54,89.77
8116,99,14,40,44664.39,17,98.25
8117,52,13,41,18091.86,33,98.58
8118,6,14,20,43161.7,14,89.27
8119,67,1,46,54111.74,47,74.0
8120,87,19,32,5441.19,38,76.02
8121,19,1,34,48427.19,5,86.27
8122,2,8,26,40999.9,64,88.34
8123,2,10,4,60312.02,81,96.02
8124,99,18,49,89841.62,72,93.77
8125,61,30,20,8210.3,21,88.9
8126,10,13,23,90990.99,24,80.69
8127,82,10,10,38218.02,16,98.62
8128,96,27,13,15749.75,20,86.11
8129,39,4,2,22496.15,26,80.31
8130,77,5,21,20923.38,54,84.2
8131,62,3,26,36748.85,14,77.1
8132,45,25,16,39343.71,16,96.77
8133,99,6,21,15949.75,69,96.47
8134,25,12,45,5969.75,21,83.98
8135,89,10,16,43951.64,8,87.58
8136,22,1,2,71878.86,67,73.3
8137,4,13,41,96830.51,53,92.14
8138,43,3,24,50387.02,79,93.94
8139,5,5,26,77979.65,87,76.15
8140,66,16,8,93530.0,61,72.82
8141,61,14,9,34186.42,7,85.72
8142,100,29,49,66065.69,40,72.85
8143,57,9,26,10228.76,39,71.13
8144,69,29,2,97991.9,60,76.64
8145,13,1,47,75099.16,81,72.57
8146,50,22,5,10670.43,82,88.86
8147,72,23,5,41607.56,79,82.69
8148,91,22,25,70450.05,33,81.55
8149,13,1,13,5365.93,86,81.64
8150,1,3,5,54579.3,74,76.36
8151,65,23,27,13574.62,55,85.09
8152,79,24,2,7910.36,19,88.88
8153,11,5,42,21414.74,24,73.71
8154,4,28,3,80665.26,54,74.67
8155,89,6,49,47907.85,81,98.44
8156,32,13,16,24298.36,81,95.44
8157,27,8,7,42068.2,38,78.55
8158,34,18,19,86365.83,25,78.64
8159,25,14,45,14360.05,28,94.53
8160,9,5,30,44291.94,89,96.47
8161,59,25,32,10516.98,67,93.47
8162,69,11,32,15491.62,85,79.06
8163,10,20,8,23165.27,87,81.02
8164,24,17,23,18132.77,47,78.5
8165,55,22,2,38517.29,70,94.81
8166,63,14,20,78217.26,65,76.72
8167,33,28,23,15993.98,11,70.94
8168,70,3,37,9888.43,55,93.82
8169,28,14,35,43899.18,74,81.05
8170,45,17,14,9900.04,77,76.45
8171,4,5,25,99883.99,49,85.89
8172,13,9,40,73905.23,66,97.61
8173,99,24,23,53475.47,46,93.11
8174,71,13,35,61017.78,10,89.14
8175,28,23,34,31043.98,60,84.44
8176,18,9,11,83510.65,64,83.28
8177,84,5,49,15504.06,11,88.11
8178,66,21,45,86283.53,86,86.62
8179,53,6,22,10201.65,30,96.42
8180,81,19,18,66046.72,85,75.21
8181,93,22,11,29656.21,67,75.81
8182,10,10,22,7083.69,44,78.11
8183,90,6,29,39021.78,34,86.05
8184,39,30,24,83210.6,16,92.16
8185,28,9,4,68803.68,89,88.76
8186,29,14,21,46196.36,47,76.94
8187,2,10,33,31459.19,72,94.83
8188,78,21,49,96101.32,59,76.17
8189,48,30,10,39478.58,25,91.39
8190,25,30,31,90646.29,80,79.69
8191,65,24,10,74399.09,32,84.05
8192,81,25,25,56946.08,25,75.8
8193,100,24,23,38265.1,39,73.57
8194,8,18,27,56050.35,9,85.78
8195,77,16,25,89345.07,62,80.92
8196,48,11,26,52184.66,29,77.83
8197,10,27,35,48272.18,81,94.18
8198,88,22,31,64618.85,20,87.1
8199,24,5,14,78685.52,33,87.66
8200,99,3,4,93970.3,11,71.33
8201,96,2,1,47187.56,19,96.34
8202,20,28,19,45210.23,34,82.74
8203,11,22,36,91563.78,90,71.57
8204,73,6,10,18434.24,83,96.14
8205,23,5,36,46308.81,30,71.68
8206,30,7,50,78454.98,73,73.69
8207,30,19,32,10690.73,41,71.24
8208,51,5,39,98721.61,50,77.93
8209,20,12,36,27524.11,81,81.38
8210,23,7,36,59656.13,63,80.3
8211,24,20,21,71030.18,26,83.0
8212,71,13,12,5548.54,88,95.41
8213,56,15,48,44640.98,80,75.04
8214,94,21,1,24989.85,65,84.94
8215,76,10,34,10107.82,89,75.78
8216,91,28,3,78321.59,70,72.25
8217,48,8,38,53120.6,23,81.53
8218,69,7,20,60356.92,72,84.82
8219,34,11,15,62376.04,77,83.6
8220,42,20,28,57201.9,87,85.71
8221,33,25,36,92038.7,58,87.61
8222,53,14,27,33242.91,30,75.06
8223,8,20,47,50754.64,13,87.5
8224,70,5,47,13191.95,15,96.97
8225,36,2,21,84234.37,64,89.13
8226,58,25,46,20145.71,86,76.88
8227,8,14,4,95996.66,10,86.5
8228,85,24,11,63873.09,90,74.48
8229,48,4,2,95064.87,59,97.54
8230,76,8,30,76237.57,47,77.81
8231,29,25,14,18375.84,36,85.05
8232,3,14,38,54462.86,8,73.78
8233,41,17,41,93856.25,50,70.6
8234,7,25,10,39497.73,31,92.99
8235,12,26,34,95993.4,74,82.05
8236,12,29,49,89533.5,21,89.07
8237,4,23,15,66670.93,75,71.75
8238,11,2,13,70823.24,38,79.42
8239,71,15,47,12927.55,31,82.25
8240,82,16,42,37530.58,9,93.87
8241,2,3,3,88519.68,26,98.04
8242,21,29,30,58711.79,52,81.66
8243,67,10,21,33074.36,20,91.12
8244,69,28,35,39948.81,11,91.54
8245,20,6,13,76421.47,44,95.78
8246,78,7,44,84742.65,24,96.32
8247,25,16,22,57815.93,52,94.47
8248,56,9,42,11119.67,66,78.32
8249,61,26,35,79875.45,71,77.27
8250,89,7,3,22917.32,67,93.47
8251,79,17,46,26433.43,53,70.54
8252,3,17,25,42393.12,38,71.05
8253,63,11,42,37469.33,64,79.08
8254,11,29,4,17570.69,37,76.92
8255,56,7,41,91149.93,38,98.34
8256,10,10,15,26248.68,45,84.01
8257,87,22,31,69072.25,42,71.6
8258,42,20,6,76644.08,43,77.64
8259,29,12,37,69200.34,82,78.78
8260,49,18,2,5236.8,18,82.91
8261,99,18,43,13082.69,35,90.71
8262,75,10,12,93132.81,55,74.12
8263,45,13,20,85253.23,78,80.78
8264,69,7,5,19074.06,81,83.1
8265,51,24,41,63140.98,72,96.01
8266,3,11,19,74041.25,6,90.98
8267,80,6,32,12799.55,70,76.13
8268,77,18,11,92999.24,55,88.17
8269,73,24,12,31542.96,10,80.64
8270,48,17,26,25450.6,12,84.23
8271,37,15,29,69470.81,63,74.6
8272,31,30,40,29672.28,64,72.16
8273,8,15,30,31954.57,23,80.41
8274,25,18,26,80919.86,7,89.56
8275,29,3,26,33261.23,24,77.92
8276,67,27,3,80583.13,14,73.5
8277,68,7,44,18711.61,7,81.02
8278,3,21,44,79858.45,34,72.38
8279,56,12,15,68474.44,26,70.22
8280,78,5,4,61635.31,67,90.91
8281,86,28,4,76568.49,38,71.19
8282,61,7,38,57366.08,90,87.89
8283,48,7,36,43379.81,30,84.78
8284,46,16,30,72373.65,47,73.52
8285,6,11,28,78444.7,34,82.37
8286,22,17,49,22066.35,62,92.75
8287,20,16,13,32976.64,6,93.83
8288,28,3,24,37458.26,22,89.92
8289,13,14,46,72769.89,87,98.07
8290,71,23,36,26131.21,17,82.92
8291,51,9,14,64213.67,7,81.76
8292,54,7,13,51534.05,86,85.99
8293,54,24,32,81219.21,44,79.48
8294,89,5,3,51053.04,22,71.45
8295,76,9,35,46432.0,74,99.72
8296,51,28,46,96709.77,44,76.52
8297,19,12,33,64412.48,36,95.87
8298,33,26,1,85161.35,39,84.02
8299,24,2,31,88801.53,70,80.35
8300,58,18,23,22489.82,67,90.11
8301,51,14,36,11232.13,36,84.34
8302,82,8,13,6781.91,13,83.49
8303,17,8,17,58124.72,53,84.24
8304,17,21,40,45635.76,49,71.55
8305,56,30,8,60851.28,55,90.87
8306,63,3,3,61776.29,20,89.9
8307,2,26,47,95604.02,64,83.99
8308,29,24,13,99404.42,30,95.06
8309,30,10,48,90874.47,28,94.18
8310,93,7,11,62158.28,26,94.34
8311,5,9,35,62903.07,30,99.48
8312,52,4,29,70526.77,62,72.47
8313,18,26,42,50257.29,36,91.57
8314,27,30,2,23195.43,9,92.96
8315,59,20,40,34219.16,24,80.15
8316,94,3,42,84340.43,23,93.01
8317,53,28,14,34495.09,25,82.56
8318,74,11,9,45110.0,10,74.07
8319,75,26,10,35216.57,19,83.95
8320,14,9,7,94203.44,77,88.67
8321,26,19,5,88582.47,50,98.49
8322,12,7,18,79495.25,62,76.75
8323,48,28,8,83932.7,53,88.74
8324,53,19,2,88807.74,66,86.09
8325,29,14,33,6059.61,76,83.8
8326,94,23,30,86820.41,6,70.37
8327,41,10,2,34931.39,38,91.92
8328,31,6,46,84159.58,67,81.14
8329,88,30,31,38679.11,10,71.53
8330,9,30,26,34878.25,73,99.45
8331,19,17,12,57775.44,12,92.52
8332,85,15,26,33018.84,62,81.71
8333,57,17,20,69104.69,5,98.49
8334,3,28,36,56699.12,45,83.09
8335,48,16,21,27371.37,81,87.5
8336,97,10,3,50202.19,13,86.82
8337,8,25,3,28876.57,6,79.84
8338,35,11,27,6258.7,38,97.8
8339,17,27,48,54690.79,29,85.1
8340,2,9,44,54578.14,6,80.39
8341,90,24,47,43931.41,39,93.22
8342,95,15,48,20131.48,7,94.37
8343,14,28,33,83562.42,89,75.48
8344,67,30,10,21172.91,12,94.85
8345,14,19,28,62758.04,30,93.34
8346,50,18,15,90636.34,52,90.71
8347,24,20,14,11512.96,60,91.78
8348,90,12,18,24964.74,41,97.84
8349,38,30,19,11552.75,56,80.96
8350,37,2,47,90593.99,12,80.26
8351,40,8,10,15905.99,90,81.13
8352,13,14,29,31852.16,18,81.87
8353,1,1,24,17163.99,20,89.04
8354,72,1,15,74015.82,80,93.24
8355,50,15,29,5196.09,38,82.97
8356,7,18,12,34139.35,32,96.07
8357,58,27,29,77151.99,8,76.05
8358,78,12,3,59159.32,50,73.58
8359,14,17,38,52721.01,70,98.07
8360,98,18,41,21937.9,90,94.03
8361,44,8,5,91307.83,51,76.61
8362,34,4,31,72602.61,73,97.07
8363,96,26,27,57564.12,41,82.32
8364,66,16,49,77879.27,15,93.04
8365,46,16,38,30342.96,62,81.13
8366,17,11,36,11812.5,65,82.63
8367,39,30,26,95871.79,6,95.84
8368,60,13,9,81528.73,38,95.73
8369,6,10,40,88310.73,16,86.48
8370,81,28,26,65499.12,62,87.79
8371,38,6,9,25732.13,19,70.1
8372,92,25,35,7884.73,64,93.88
8373,42,1,3,99224.6,80,99.23
8374,9,13,47,98678.65,50,92.19
8375,51,4,44,22431.16,14,77.76
8376,31,9,33,52939.91,18,93.51
8377,98,21,43,44246.86,64,89.51
8378,11,21,40,62515.08,58,97.73
8379,78,16,14,21815.55,83,81.9
8380,4,28,17,36069.83,16,91.74
8381,29,18,45,42297.41,29,86.06
8382,58,15,20,29613.2,62,89.43
8383,19,12,8,91078.25,60,97.08
8384,95,16,3,58886.59,5,74.37
8385,11,30,10,58740.0,85,88.39
8386,71,19,1,24181.68,71,80.43
8387,76,17,30,9287.1,56,81.27
8388,22,16,14,50562.41,37,96.8
8389,98,12,1,60140.2,78,78.25
8390,46,4,27,60573.13,72,79.35
8391,36,10,24,51719.2,44,90.47
8392,23,13,2,80203.6,37,89.05
8393,63,1,5,37743.19,57,71.4
8394,44,7,43,94738.47,79,89.05
8395,77,18,45,52015.17,41,88.41
8396,78,16,34,80003.3,38,82.53
8397,31,2,12,73238.99,16,75.51
8398,81,21,30,85230.71,62,91.39
8399,89,1,39,25125.28,13,85.56
8400,83,19,47,90204.78,70,79.77
8401,25,12,7,87506.27,39,84.67
8402,50,20,9,87677.27,86,97.32
8403,7,26,3,87407.71,61,92.62
8404,78,26,2,51796.14,27,77.34
8405,98,21,29,6206.61,47,84.51
8406,78,30,29,75289.2,41,76.19
8407,23,23,17,55714.21,51,89.12
8408,36,29,48,51637.59,51,72.38
8409,73,30,47,31066.42,58,80.4
8410,19,11,32,62384.87,80,99.45
8411,23,22,27,93494.81,52,94.58
8412,73,11,29,53577.7,27,74.4
8413,1,2,9,83788.23,63,77.67
8414,96,2,12,96263.08,7,91.07
8415,94,9,38,80793.13,90,96.33
8416,28,12,47,68266.05,20,94.92
8417,23,20,39,84039.07,84,83.58
8418,10,13,42,87565.68,29,74.91
8419,82,22,31,13093.8,70,76.46
8420,62,4,17,44517.83,50,70.01
8421,60,17,38,43618.87,61,98.0
8422,39,17,20,23559.0,25,70.85
8423,39,21,1,45752.65,66,86.22
8424,30,9,25,27042.09,44,77.27
8425,62,6,40,20863.97,38,86.6
8426,43,22,17,97348.32,20,86.68
8427,82,5,23,53042.99,5,92.9
8428,5,12,23,36902.53,86,79.89
8429,65,10,14,57385.2,6,71.22
8430,27,14,30,34130.7,41,77.36
8431,55,5,6,77866.1,74,85.98
8432,74,15,3,62557.38,30,95.94
8433,7,4,48,42128.77,76,79.97
8434,4,27,15,95861.38,78,78.48
8435,83,10,11,41382.32,51,74.17
8436,9,23,46,93650.78,85,86.66
8437,8,21,8,73651.84,32,81.85
8438,33,29,6,68559.68,29,79.16
8439,35,30,8,7710.19,8,84.12
8440,80,27,37,47984.74,32,79.11
8441,54,22,15,49386.14,78,72.67
8442,51,28,1,46989.55,52,94.69
8443,59,1,15,55710.33,89,88.05
8444,14,2,3,40625.25,61,80.36
8445,93,14,38,40088.75,70,93.13
8446,57,11,6,89498.52,61,80.6
8447,1,12,33,78957.7,13,83.81
8448,10,13,41,63498.2,71,77.55
8449,100,24,48,75734.56,49,87.59
8450,41,11,24,83179.35,68,80.85
8451,11,10,20,6861.61,68,97.04
8452,44,26,33,89212.29,28,73.18
8453,57,16,15,34279.17,13,93.69
8454,77,21,41,97101.91,65,70.87
8455,51,17,5,94721.24,87,71.95
8456,28,18,36,19691.92,12,89.54
8457,32,4,2,35940.7,74,75.9
8458,30,21,14,43807.77,17,78.11
8459,61,28,34,19813.77,70,90.49
8460,97,9,13,34116.0,32,74.14
8461,89,3,4,91101.34,44,83.47
8462,24,22,29,42020.3,64,86.2
