Archivage_id,Date_id,Document_id,Media_id,Client_id,Produit_id,Nb_documents_archivés,Taux_digitalisation,Temps_moyen_acces_documents,Taux_indexation_correcte,Nb_consultations_archives,Nb_telechargement
7833,85,67,11,143,3,674,54.21,12.74,84.32,30,108
7834,41,11,6,63,33,527,94.12,11.98,93.1,297,37
7835,52,17,7,190,40,19,77.53,11.41,92.7,497,171
7836,86,52,6,161,31,778,66.08,19.99,81.75,166,201
7837,99,11,2,165,16,268,97.57,11.85,86.41,108,140
7838,28,7,10,150,30,462,96.15,10.35,80.87,70,17
7839,6,33,5,12,6,6,64.42,15.77,96.75,327,167
7840,97,69,7,192,15,270,52.03,11.52,99.38,373,22
7841,64,8,2,17,32,365,78.2,5.15,86.48,312,265
7842,18,8,8,15,45,859,72.51,14.3,86.42,366,261
7843,38,63,6,20,21,236,82.94,2.03,90.99,302,31
7844,53,48,5,163,26,135,83.07,7.96,99.4,182,155
7845,95,50,4,58,17,646,68.17,10.02,97.21,223,250
7846,16,13,10,47,20,121,75.73,11.31,86.43,197,207
7847,70,56,4,31,9,777,97.62,11.52,99.87,298,239
7848,2,28,5,151,47,950,63.05,14.94,95.97,309,218
7849,51,11,7,148,48,752,96.97,14.57,87.39,13,92
7850,70,61,2,125,47,987,80.38,10.3,98.35,219,83
7851,80,6,11,15,34,423,51.34,13.0,88.19,373,124
7852,76,24,7,100,15,551,82.99,12.38,84.3,257,106
7853,94,80,3,28,17,315,94.82,18.81,81.87,237,164
7854,17,23,11,35,23,401,69.44,18.39,91.08,194,184
7855,24,27,4,92,45,86,64.07,7.21,99.02,330,85
7856,38,31,3,185,15,622,74.55,7.88,98.35,198,280
7857,63,75,3,88,12,377,73.85,10.03,84.8,419,71
7858,45,35,6,93,9,597,62.54,12.03,84.51,415,85
7859,39,50,4,146,48,88,60.38,19.33,80.81,391,203
7860,88,38,3,192,45,824,61.46,5.57,89.38,100,68
7861,32,32,8,107,21,833,52.67,12.15,96.56,131,4
7862,56,72,11,197,43,967,70.34,4.0,94.81,115,184
7863,44,3,2,128,26,73,88.34,19.35,86.75,13,19
7864,12,17,3,46,42,751,89.46,11.6,87.5,419,176
7865,98,27,11,130,44,698,96.24,16.28,96.71,464,219
7866,21,60,5,141,27,572,64.2,13.46,92.59,49,97
7867,90,36,10,10,6,659,69.37,2.84,88.27,403,295
7868,44,54,3,133,10,821,97.86,0.87,81.44,442,265
7869,78,4,9,197,3,841,81.68,8.12,85.91,383,76
7870,55,28,10,39,7,144,70.48,19.93,91.78,79,204
7871,59,76,8,168,34,756,97.3,11.13,95.85,82,46
7872,14,32,8,34,38,423,90.42,19.22,86.22,142,150
7873,52,24,7,63,41,52,89.34,5.87,82.22,213,115
7874,74,80,8,85,47,577,80.27,2.89,88.1,129,298
7875,93,55,8,117,37,583,71.47,2.27,94.6,133,46
7876,59,62,5,180,24,326,66.88,6.04,90.01,64,205
7877,27,2,3,68,22,174,74.09,18.72,80.98,316,185
7878,61,19,7,48,41,845,93.94,14.74,89.71,463,124
7879,76,49,5,75,21,583,96.97,12.31,93.96,346,184
7880,11,32,2,50,9,969,77.77,4.02,92.67,20,184
7881,24,66,2,78,22,257,53.81,7.42,83.1,224,66
7882,15,2,9,49,12,13,87.2,16.27,82.5,10,222
7883,43,68,9,86,30,270,88.2,4.2,88.18,321,198
7884,66,18,6,71,14,838,75.28,14.33,81.12,23,298
7885,25,78,7,187,28,472,74.17,17.39,88.71,379,276
7886,13,79,10,118,30,27,79.45,2.2,92.86,133,138
7887,18,78,2,64,39,516,58.77,17.08,90.51,154,85
7888,23,26,6,99,21,185,68.57,16.01,88.57,291,35
7889,17,33,10,192,32,417,58.57,14.61,95.34,18,42
7890,16,13,3,140,13,887,62.23,14.64,94.87,466,1
7891,3,28,2,71,36,197,90.55,10.2,99.4,349,70
7892,43,66,2,122,6,936,50.11,5.34,90.5,240,20
7893,30,68,7,102,46,344,57.16,3.95,97.85,392,252
7894,32,65,10,138,45,343,63.64,10.84,97.57,87,247
7895,10,46,5,166,14,407,60.09,7.83,89.32,394,101
7896,33,68,11,165,29,824,97.43,15.27,93.86,2,252
7897,78,10,6,13,48,19,90.04,4.08,82.52,163,85
7898,56,74,6,169,45,286,96.95,15.13,92.79,366,141
7899,61,43,9,8,15,838,81.62,9.84,95.64,27,272
7900,29,58,7,33,30,536,50.13,14.37,85.09,346,245
7901,75,57,4,34,19,202,90.74,18.69,86.43,149,47
7902,36,30,5,15,16,218,84.45,12.41,94.91,138,41
7903,88,27,7,110,2,440,72.25,10.83,95.45,87,175
7904,94,24,8,67,7,778,56.49,12.63,95.79,438,156
7905,83,53,2,172,1,92,86.17,18.65,94.53,236,49
7906,56,58,3,144,44,679,98.28,8.16,97.08,247,18
7907,59,1,9,55,8,218,89.58,14.04,90.02,440,268
7908,64,27,5,177,5,671,55.92,2.92,95.53,133,243
7909,84,40,8,67,25,875,65.48,18.57,83.71,198,167
7910,28,12,3,26,43,724,77.11,14.63,89.93,290,179
7911,90,56,2,32,37,969,83.12,5.72,95.18,336,141
7912,62,64,5,109,48,442,74.27,3.81,86.61,218,277
7913,81,48,5,156,42,960,96.22,1.12,85.57,329,235
7914,6,50,7,193,15,109,87.92,15.95,87.51,218,247
7915,2,69,7,92,37,306,74.15,9.67,87.54,21,200
7916,13,59,5,63,13,659,70.5,10.14,82.27,201,0
7917,51,66,2,8,34,428,67.94,2.5,85.87,442,9
7918,98,30,4,180,5,160,99.7,2.71,95.78,65,149
7919,14,72,5,29,42,181,71.14,1.39,92.0,437,213
7920,91,13,11,131,28,843,77.7,11.14,82.62,285,171
7921,59,65,9,193,20,220,52.21,3.29,87.85,364,225
7922,4,2,11,106,48,979,71.68,11.89,90.58,163,3
7923,48,14,2,107,10,242,98.17,14.39,95.92,461,248
7924,72,20,5,170,39,434,85.03,10.26,87.44,367,12
7925,30,22,10,92,30,731,54.58,19.57,98.42,477,103
7926,44,63,8,146,12,657,58.77,16.02,93.62,201,171
7927,81,30,2,38,25,458,97.56,16.22,95.15,33,90
7928,74,17,10,35,10,47,55.17,14.48,95.12,412,232
7929,38,79,5,171,32,126,66.47,5.55,86.29,497,69
7930,91,76,6,67,36,377,89.44,11.88,87.89,466,290
7931,51,4,7,2,10,118,89.95,17.76,98.99,456,246
7932,83,45,9,25,50,189,52.87,2.82,91.36,308,116
7933,65,25,7,79,5,630,72.92,9.05,85.94,237,190
7934,82,18,9,58,22,940,84.88,8.49,80.25,308,127
7935,83,8,7,132,27,2,67.31,11.17,97.11,458,283
7936,100,24,8,50,25,559,92.01,19.54,82.28,253,192
7937,15,30,4,12,36,814,68.74,1.89,90.99,367,127
7938,88,79,3,144,1,910,73.53,6.34,83.17,65,148
7939,19,28,3,80,1,83,99.67,5.12,88.08,288,257
7940,13,41,10,119,49,175,54.27,7.05,85.78,369,30
7941,72,62,9,109,49,273,84.24,11.68,87.61,115,108
7942,67,68,9,38,30,290,63.66,9.19,93.65,229,77
7943,61,24,10,176,42,563,95.29,10.08,97.68,406,73
7944,79,37,7,186,48,680,75.56,15.48,99.03,46,35
7945,78,39,11,75,17,61,72.96,12.14,87.14,45,88
7946,1,33,2,14,27,555,75.79,17.34,89.88,132,294
7947,83,13,5,175,10,114,73.65,13.45,81.36,497,82
7948,88,64,11,75,50,115,94.92,7.52,80.81,179,295
7949,4,74,5,18,20,446,83.07,16.26,87.41,432,233
7950,22,12,5,34,21,277,88.51,2.5,98.35,330,84
7951,24,19,6,169,22,396,74.32,1.7,94.79,361,247
7952,98,3,3,25,29,570,68.34,15.35,96.85,157,260
7953,12,56,6,109,45,167,81.2,10.56,82.28,97,243
7954,91,68,8,126,27,771,87.23,3.07,90.22,309,300
7955,98,3,9,200,8,401,86.63,2.77,91.02,294,237
7956,87,12,4,146,45,831,84.47,9.92,86.66,86,63
7957,10,58,9,183,45,318,90.07,11.18,80.73,141,48
7958,58,19,5,121,3,3,93.85,4.42,94.66,98,193
7959,90,43,6,21,42,270,64.51,11.66,98.05,442,261
7960,46,77,9,167,38,807,57.49,15.95,87.95,212,28
7961,32,74,3,103,39,402,76.95,12.81,88.97,222,109
7962,45,63,6,32,37,804,87.2,9.3,86.3,120,117
7963,75,74,2,116,35,82,99.61,17.15,83.47,193,138
7964,47,7,6,34,19,739,69.94,3.33,95.56,36,264
7965,10,32,9,53,14,209,78.12,11.6,90.01,45,27
7966,47,17,2,175,33,885,75.95,0.88,84.96,304,133
7967,73,33,2,63,22,37,81.43,1.92,80.87,472,199
7968,28,27,4,31,6,900,90.23,3.67,83.75,23,154
7969,14,39,8,177,48,88,62.65,16.19,88.27,447,22
7970,72,66,8,116,40,515,82.85,16.56,95.87,61,237
7971,10,76,8,4,12,108,66.93,1.46,83.01,488,115
7972,18,46,5,157,41,14,87.35,3.47,92.8,87,81
7973,14,78,7,48,11,996,59.49,2.56,80.1,54,57
7974,63,16,7,111,9,8,87.73,3.28,87.34,192,11
7975,66,43,8,5,32,439,68.29,12.82,85.25,459,84
7976,32,34,8,76,18,332,90.72,2.35,82.35,24,275
7977,64,69,6,110,9,296,56.07,17.8,88.83,18,34
7978,33,14,3,148,7,100,96.75,10.37,91.97,120,234
7979,26,4,7,198,40,108,71.44,0.82,92.9,290,129
7980,57,17,6,94,19,482,60.27,10.96,90.46,185,12
7981,65,44,7,84,40,353,71.19,15.68,85.34,422,117
7982,7,14,4,46,6,127,93.32,8.93,92.47,102,186
7983,32,21,5,133,8,804,66.92,1.32,98.83,201,243
7984,16,18,3,23,8,867,67.28,6.3,91.6,412,175
7985,54,57,7,56,18,475,61.75,1.42,80.13,286,167
7986,77,44,9,89,26,755,86.12,8.2,96.2,369,224
7987,31,32,4,172,37,37,55.31,9.75,83.59,265,17
7988,18,58,8,172,6,759,81.44,17.74,93.14,15,39
7989,45,35,5,154,19,548,69.22,14.42,95.55,400,214
7990,55,61,10,58,40,378,97.69,8.31,90.83,416,116
7991,45,32,9,126,31,996,93.6,19.52,88.64,350,68
7992,59,31,4,33,5,755,50.79,12.77,82.25,316,187
7993,75,65,6,187,34,857,92.04,17.91,97.48,101,233
7994,75,69,3,21,38,117,67.61,5.78,96.68,287,107
7995,99,24,2,146,2,912,70.17,6.36,95.46,42,48
7996,60,63,3,15,9,564,92.42,6.15,94.15,149,284
7997,86,20,2,122,21,579,70.23,1.72,82.94,221,123
7998,48,41,8,58,47,865,85.6,19.89,90.57,280,92
7999,47,74,6,75,19,637,86.32,14.58,87.5,433,207
8000,36,77,11,25,30,457,71.47,1.91,85.21,331,57
8001,68,16,4,42,40,154,79.74,3.98,87.71,466,68
8002,7,40,8,169,47,434,62.22,17.39,81.84,90,116
8003,50,69,7,19,10,297,64.06,8.89,86.6,359,264
8004,39,45,5,122,16,360,78.42,11.32,86.47,445,86
8005,89,66,4,20,28,943,80.95,19.14,97.11,483,256
8006,55,16,3,33,48,570,89.23,14.66,81.79,474,300
8007,78,18,2,65,50,970,72.25,4.34,89.86,228,127
8008,39,37,8,82,17,962,99.33,19.07,87.45,189,96
8009,55,7,3,39,38,863,92.85,9.8,80.57,404,137
8010,74,13,6,107,27,369,65.58,18.4,99.41,424,168
8011,50,30,10,96,33,565,53.86,2.84,80.61,117,116
8012,7,80,11,104,2,541,76.32,10.66,97.7,202,190
8013,98,73,5,102,46,325,87.61,13.02,83.79,185,280
8014,33,8,4,159,40,129,84.66,4.17,89.15,52,159
8015,83,29,10,17,13,576,79.74,11.17,86.72,420,209
8016,87,45,7,10,8,384,73.39,6.56,89.17,279,202
8017,76,71,11,62,30,286,85.47,18.03,81.69,190,165
8018,64,16,2,110,3,975,69.76,13.73,81.03,367,57
8019,81,74,7,196,5,204,51.17,3.28,91.02,60,75
8020,53,73,9,40,3,341,61.86,4.55,93.6,57,33
8021,4,58,4,106,26,77,90.82,12.8,94.06,313,245
8022,57,46,8,195,49,810,66.44,18.51,94.17,355,254
8023,42,39,2,196,24,672,63.04,2.39,89.74,281,160
8024,22,17,5,91,33,280,88.11,3.14,80.41,333,81
8025,35,74,7,185,29,395,80.9,19.64,94.61,81,205
8026,83,47,5,113,30,647,82.44,10.61,92.92,411,136
8027,17,16,3,103,34,834,55.21,8.61,90.52,145,109
8028,32,54,10,75,23,119,84.65,8.55,88.35,188,252
8029,29,15,6,6,37,476,58.55,8.47,84.32,431,214
8030,98,41,8,88,25,933,61.78,1.21,93.27,493,144
8031,63,17,4,80,24,836,59.32,4.52,84.25,326,234
8032,28,2,9,46,8,103,91.3,4.55,80.15,481,283
8033,80,21,8,6,17,134,88.77,16.7,80.18,49,119
8034,15,62,4,84,40,412,59.15,9.16,96.22,165,141
8035,34,54,8,47,24,107,96.09,5.24,99.85,22,65
8036,63,38,8,16,13,39,72.07,13.93,99.86,333,196
8037,78,31,5,23,7,424,91.18,6.44,94.86,490,244
8038,4,29,6,196,21,272,63.28,8.82,80.42,482,262
8039,75,23,6,39,13,295,91.52,19.67,95.79,245,208
8040,58,2,7,5,22,205,63.69,2.8,80.55,147,18
8041,38,21,11,173,28,456,54.45,10.56,98.84,392,239
8042,57,15,10,51,11,77,97.19,12.04,87.23,324,197
8043,41,2,4,169,10,840,93.27,6.92,91.23,33,245
8044,12,79,11,35,12,558,73.49,15.11,80.25,11,42
8045,67,30,5,17,23,938,88.97,16.96,92.3,290,171
8046,19,42,10,186,23,347,66.78,16.35,99.03,196,289
8047,33,77,5,107,15,334,56.53,19.36,80.73,497,73
8048,33,21,8,156,43,522,61.34,2.25,97.28,425,241
8049,96,35,8,112,39,292,93.6,9.0,91.93,143,165
8050,26,26,10,67,1,866,74.73,12.66,89.85,274,119
8051,44,68,7,97,10,792,91.57,11.61,90.65,24,66
8052,19,16,3,129,14,371,80.47,19.64,80.27,430,149
8053,69,60,9,95,10,684,58.81,14.88,80.7,218,96
8054,43,47,10,22,41,531,81.83,15.9,99.18,474,121
8055,57,66,2,75,44,349,82.09,15.85,95.18,228,77
8056,72,12,5,20,27,268,77.8,13.63,99.4,462,2
8057,34,72,3,43,13,391,51.74,14.02,85.91,26,256
8058,44,42,8,20,47,554,98.96,12.31,93.76,75,54
8059,68,78,4,52,25,162,83.31,11.13,90.44,306,55
8060,100,30,2,184,8,641,89.24,13.37,93.18,84,175
8061,64,49,10,173,14,862,61.53,19.66,94.9,287,230
8062,68,5,3,1,27,8,52.43,13.16,86.09,170,234
8063,14,45,9,198,20,732,62.52,17.73,94.04,154,57
8064,51,15,5,100,18,11,50.19,17.44,94.84,186,209
8065,77,40,10,132,6,849,56.88,13.31,85.26,138,47
8066,79,63,2,72,49,570,89.89,4.42,96.59,466,21
8067,84,67,2,87,17,242,70.33,17.48,89.45,461,202
8068,65,58,2,148,4,252,86.94,8.49,94.78,291,9
8069,24,69,6,197,39,167,87.52,19.84,89.41,147,76
8070,62,51,4,197,25,243,52.21,7.39,89.01,43,183
8071,6,16,7,121,36,438,82.28,17.17,93.85,214,294
8072,95,64,3,141,29,792,59.2,2.06,95.24,172,182
8073,11,48,7,121,32,566,76.68,4.87,89.89,15,192
8074,1,10,7,60,32,542,74.84,17.46,82.33,77,185
8075,77,15,11,184,14,568,91.67,13.53,92.53,119,244
8076,15,35,6,71,6,300,96.45,5.03,88.96,87,12
8077,100,17,10,52,32,253,89.77,12.04,95.56,244,175
8078,26,20,9,78,29,97,98.77,3.53,83.76,264,39
8079,18,9,3,137,35,449,68.24,12.52,85.91,443,158
8080,95,21,6,101,22,904,86.67,18.69,88.41,145,50
8081,65,73,4,50,6,565,83.19,5.9,88.65,365,133
8082,5,10,9,54,22,303,59.7,13.34,83.77,134,252
8083,45,63,8,46,7,797,77.22,11.6,96.8,149,180
8084,45,31,10,30,35,219,59.49,7.18,90.93,412,241
8085,48,55,11,142,40,475,50.33,3.61,92.96,371,294
8086,41,30,3,132,17,569,53.23,6.05,94.48,296,128
8087,36,56,6,89,48,153,61.09,19.15,89.22,23,18
8088,41,34,4,49,28,369,97.67,15.51,81.88,149,59
8089,67,11,7,59,30,915,99.66,19.06,97.47,224,139
8090,48,54,5,15,23,478,81.36,11.62,87.2,453,61
8091,78,24,10,89,45,932,98.18,14.5,95.22,481,222
8092,38,10,6,12,1,831,67.74,1.49,93.15,282,30
8093,41,74,6,158,30,140,76.57,10.21,89.36,328,52
8094,46,20,2,107,13,896,81.51,8.51,80.8,362,22
8095,70,27,11,125,7,844,86.66,19.3,92.38,7,38
8096,57,43,4,98,40,956,54.72,5.79,89.58,270,74
8097,92,34,3,40,26,240,91.4,3.65,91.89,309,266
8098,88,59,11,25,25,244,62.23,5.9,84.82,230,282
8099,72,48,4,29,5,332,68.45,4.94,89.88,475,177
8100,14,26,2,76,2,972,67.02,11.78,89.82,453,204
8101,34,18,4,50,16,87,63.21,2.27,81.14,385,121
8102,68,75,9,179,26,94,90.34,6.07,98.86,271,271
8103,78,38,11,69,30,24,81.66,1.04,92.31,175,67
8104,82,36,3,181,21,16,50.06,11.14,88.97,113,201
8105,57,44,2,99,47,881,98.08,19.87,87.19,349,288
8106,24,16,9,117,15,983,87.77,9.62,91.21,200,178
8107,93,78,6,103,46,742,82.36,11.43,92.05,432,285
8108,35,19,4,9,15,555,93.58,7.5,80.21,433,243
8109,88,28,10,64,41,461,50.62,7.74,99.22,253,159
8110,11,52,8,47,2,529,96.16,0.56,85.18,215,168
8111,72,6,9,11,31,670,51.89,2.05,87.77,171,22
8112,32,38,3,66,48,312,74.68,13.0,93.68,474,174
8113,29,32,9,174,18,83,79.58,18.48,95.74,258,282
8114,81,60,2,29,22,665,64.85,12.2,81.17,78,83
8115,7,10,4,147,19,657,73.54,17.74,90.18,465,267
8116,77,57,6,192,12,676,53.97,10.32,90.52,26,85
8117,11,76,7,123,41,580,65.47,10.08,95.7,415,265
8118,45,41,5,151,14,228,81.34,3.57,98.04,273,126
8119,92,37,3,42,3,696,99.55,12.9,90.61,401,68
8120,42,67,9,77,29,393,86.09,15.37,83.71,230,222
8121,19,2,10,168,15,62,51.42,13.73,80.84,327,224
8122,37,43,3,36,17,784,99.58,5.1,99.2,295,93
8123,37,16,3,92,47,503,94.85,3.82,86.58,237,269
8124,67,52,9,154,1,58,87.1,18.22,93.66,224,206
8125,84,8,4,48,4,319,97.0,9.08,82.52,241,280
8126,17,35,9,156,1,692,58.62,12.6,97.22,250,188
8127,5,48,8,1,21,825,97.99,1.74,83.17,241,195
8128,88,2,2,158,5,811,81.53,10.5,87.95,490,120
8129,10,54,8,82,39,212,76.62,2.66,83.42,142,60
8130,71,70,11,189,47,235,64.33,4.26,96.35,163,5
8131,69,72,3,128,43,482,72.98,9.69,89.05,44,287
8132,79,41,3,8,14,771,67.02,11.73,89.67,400,49
8133,69,6,11,129,36,557,62.08,14.08,91.01,112,182
8134,1,79,11,51,9,630,64.22,15.94,89.44,327,147
8135,79,29,3,63,47,872,65.43,2.75,98.18,360,254
8136,45,76,2,13,21,581,84.52,9.59,93.09,395,57
8137,99,22,2,85,44,487,96.29,3.23,83.92,94,250
8138,14,38,5,151,17,451,92.28,12.61,87.02,7,219
8139,38,9,6,145,45,838,72.49,11.33,98.18,18,57
8140,94,10,5,123,27,427,85.08,14.55,82.84,354,156
8141,66,75,7,143,6,415,85.5,12.23,93.55,495,102
8142,60,70,9,28,12,639,99.24,7.05,90.57,165,24
8143,41,15,3,160,11,6,52.97,10.84,86.53,500,86
8144,18,23,4,21,21,642,54.3,13.33,83.82,228,285
8145,8,63,2,93,2,178,97.86,9.61,96.92,334,218
8146,9,6,11,178,11,837,52.04,8.87,88.41,402,178
8147,2,61,11,137,28,338,74.11,3.61,86.87,93,85
8148,45,8,3,124,17,394,88.01,2.42,92.59,224,298
8149,89,34,4,32,33,84,78.39,17.61,93.26,161,191
8150,87,73,3,149,8,594,58.79,5.32,95.35,493,100
8151,83,59,3,137,31,771,75.13,17.28,81.0,485,133
8152,78,8,8,195,9,200,70.18,5.25,88.33,245,210
8153,31,45,5,20,38,973,69.58,14.69,94.37,391,210
8154,57,41,2,123,16,144,56.31,5.05,91.65,223,237
8155,9,8,8,58,6,72,75.58,8.46,97.91,432,141
8156,21,49,3,131,8,775,55.39,1.68,84.71,403,295
8157,28,30,11,25,38,317,65.88,3.76,92.5,102,57
8158,44,78,6,52,25,973,84.66,7.31,96.3,102,27
8159,85,17,6,148,6,721,97.24,7.66,97.57,180,75
8160,37,76,2,158,31,124,85.22,13.0,87.06,347,61
8161,10,23,10,148,46,575,91.78,11.59,94.05,216,293
8162,21,75,3,138,21,746,61.76,8.51,85.05,184,241
8163,77,11,5,69,6,828,56.71,13.02,99.15,52,134
8164,20,79,3,89,25,32,58.15,15.54,83.59,437,194
8165,35,18,6,13,25,403,77.46,1.48,95.63,201,112
8166,52,1,9,181,46,553,79.22,8.44,86.83,330,37
8167,99,29,11,166,25,10,50.98,3.16,82.15,264,288
8168,51,5,2,175,39,278,82.33,4.06,85.95,415,12
8169,7,12,9,79,15,652,82.61,4.11,81.79,230,295
8170,34,22,4,121,17,422,91.87,11.88,82.39,181,90
8171,70,37,4,80,2,525,84.64,1.83,85.92,346,296
8172,50,48,10,136,16,67,96.75,4.86,96.43,287,287
8173,41,56,6,35,17,737,85.8,12.74,95.58,139,124
8174,4,63,9,69,26,520,59.39,18.67,97.77,44,167
8175,66,44,9,53,42,784,88.6,19.74,83.16,151,111
8176,98,48,7,66,10,355,69.84,13.86,87.88,413,235
8177,86,64,7,92,20,47,58.83,12.47,99.7,25,249
8178,81,29,9,52,27,307,60.93,14.11,84.34,422,6
8179,87,75,11,185,28,265,68.44,3.53,84.07,318,109
8180,36,16,7,107,43,709,67.73,7.66,85.06,83,104
8181,12,27,4,94,7,513,83.76,13.86,89.71,481,118
8182,23,52,5,103,29,565,93.08,10.02,96.2,265,104
8183,86,41,5,82,1,595,51.08,2.6,95.86,256,150
8184,96,54,5,69,8,542,84.02,7.09,94.09,432,151
8185,85,35,7,186,4,819,97.89,17.92,91.91,486,11
8186,68,13,9,181,45,139,81.19,2.01,85.26,122,21
8187,77,21,11,172,19,998,73.83,6.28,81.4,389,68
8188,4,58,6,12,1,927,89.44,12.98,97.68,284,140
8189,7,50,3,198,11,183,88.06,16.06,82.27,160,76
8190,68,74,2,142,39,833,57.02,17.46,84.27,21,107
8191,92,12,10,115,18,966,80.96,1.59,92.48,186,55
8192,48,21,2,105,50,583,55.17,10.76,86.88,414,298
8193,27,67,10,97,31,998,55.27,18.36,91.14,228,71
8194,80,69,4,122,24,497,90.44,16.31,87.03,471,133
8195,23,78,3,142,14,95,97.91,13.36,99.08,205,150
8196,15,10,4,66,35,760,76.84,9.62,88.35,34,104
8197,30,68,6,152,8,970,55.08,0.54,88.32,303,81
8198,20,33,2,17,34,757,72.31,15.31,94.12,236,118
8199,98,4,6,26,8,198,72.67,2.25,89.25,450,125
8200,70,16,3,188,23,712,91.47,9.56,85.46,204,199
8201,23,24,6,147,8,291,92.53,19.98,81.32,454,97
8202,91,68,11,20,32,157,71.32,8.12,85.62,18,2
8203,37,45,9,125,26,389,91.2,11.87,93.83,331,124
8204,84,38,5,18,48,874,88.91,15.21,88.17,301,92
8205,10,26,3,121,8,360,87.42,16.81,84.77,147,273
8206,54,60,9,21,28,789,71.8,9.27,97.01,120,276
8207,93,35,2,90,19,40,58.6,14.12,95.15,268,231
8208,50,8,11,120,6,654,99.49,11.14,85.26,291,246
8209,75,22,5,87,44,180,61.64,13.57,93.5,416,217
8210,86,17,11,183,33,15,80.95,9.34,91.34,0,42
8211,79,73,10,65,14,777,79.17,1.59,82.26,389,86
8212,8,27,5,10,16,580,63.55,4.69,83.77,40,184
8213,80,62,8,154,8,42,95.61,9.8,97.13,283,209
8214,82,78,4,5,8,203,94.46,18.87,80.06,258,91
8215,36,8,3,146,40,798,67.15,4.66,91.44,420,161
8216,2,39,10,119,44,863,87.92,9.64,92.83,326,246
8217,20,13,10,198,32,589,95.97,19.31,91.15,127,109
8218,19,49,8,121,40,825,54.85,7.54,89.96,11,43
8219,53,50,4,119,44,300,50.45,6.27,87.48,91,66
8220,31,80,6,85,29,864,87.73,14.36,89.51,327,169
8221,73,11,10,159,13,177,51.26,3.93,92.31,441,23
8222,9,62,9,182,36,609,66.04,9.56,80.17,211,71
8223,70,8,8,193,35,510,77.1,10.42,88.08,94,217
8224,47,16,8,48,9,659,95.04,5.58,86.63,418,45
8225,41,73,11,42,11,979,90.19,5.95,93.97,497,206
8226,34,10,6,140,17,555,57.77,11.73,84.49,469,240
8227,14,28,3,155,45,640,59.86,7.37,86.87,296,160
8228,27,10,8,164,3,628,53.13,11.13,84.17,419,95
8229,16,4,11,27,19,323,54.03,17.46,90.14,142,116
8230,31,12,5,169,34,462,51.66,5.53,82.99,373,74
8231,52,35,9,73,40,559,97.45,10.27,94.93,152,23
8232,100,53,11,161,45,529,86.47,16.54,96.09,450,154
8233,24,21,6,197,12,35,56.79,19.5,84.65,478,157
8234,64,23,4,168,5,446,75.7,3.01,93.47,337,259
8235,43,41,9,130,13,762,69.65,14.03,91.72,496,253
8236,43,36,7,21,37,845,81.83,9.05,81.86,252,248
8237,32,63,6,147,33,11,95.18,2.32,97.61,45,209
8238,99,9,5,157,9,912,72.46,17.4,93.32,498,149
8239,55,33,8,55,15,284,97.87,18.69,93.39,117,169
8240,98,43,10,15,46,272,89.33,13.77,90.45,198,49
8241,3,56,8,194,29,277,62.38,1.76,98.92,122,106
8242,3,60,4,58,2,259,89.3,5.08,83.53,238,119
8243,67,46,11,198,17,50,92.37,12.13,82.72,330,162
8244,4,19,4,67,31,184,56.6,2.61,96.43,229,279
8245,40,27,7,187,34,683,87.06,0.65,84.27,118,263
8246,21,42,5,175,42,855,81.39,12.4,88.49,254,82
8247,69,38,4,22,28,740,97.6,1.23,83.96,237,62
8248,34,14,6,104,3,947,64.31,14.03,91.96,295,3
8249,49,31,2,49,25,126,99.16,12.03,84.61,261,47
8250,20,57,10,10,7,628,63.15,13.24,96.63,305,248
8251,79,40,11,155,28,104,94.36,18.41,93.39,482,134
8252,48,42,3,7,43,141,82.83,16.44,95.55,409,243
8253,5,6,2,153,23,167,51.14,2.22,91.89,82,1
8254,39,33,4,10,37,2,75.95,12.51,91.67,29,18
8255,12,23,8,149,25,175,79.82,12.1,96.43,351,239
8256,36,42,6,100,20,832,52.85,10.56,90.8,278,244
8257,25,64,11,51,22,374,96.51,11.98,87.75,485,10
8258,28,60,4,33,46,823,98.42,1.05,96.75,172,54
8259,35,59,9,197,9,966,66.57,9.08,95.91,65,152
8260,58,78,9,119,16,5,52.66,4.17,96.71,178,96
8261,35,30,6,102,36,203,64.61,17.71,98.76,334,207
8262,58,51,11,26,16,132,63.91,12.89,95.26,152,257
8263,100,60,9,197,46,372,63.07,13.5,85.01,351,272
8264,55,26,8,91,43,728,69.87,5.99,92.33,321,31
8265,84,8,3,171,20,425,91.65,3.12,89.78,408,142
8266,48,52,7,56,21,847,96.14,3.08,94.99,81,24
8267,24,30,10,71,38,135,51.87,19.97,88.78,204,228
8268,26,9,5,195,9,330,90.97,2.19,95.75,342,68
8269,49,61,8,107,15,834,50.72,12.06,97.18,227,80
8270,32,73,8,151,31,197,98.45,7.14,96.03,237,277
8271,50,60,2,169,27,928,88.79,18.1,99.41,82,105
8272,79,72,9,133,42,46,96.21,3.9,98.38,157,1
8273,94,27,10,36,48,619,96.49,8.37,87.15,490,106
8274,4,52,10,145,31,794,64.36,18.64,80.21,313,245
8275,56,11,7,148,1,992,96.11,16.34,83.07,100,60
8276,65,58,4,183,19,687,80.3,2.41,87.86,176,196
8277,70,22,8,155,16,719,79.38,3.27,82.6,357,206
8278,28,39,5,140,47,954,58.12,12.14,99.15,382,283
8279,76,5,6,148,8,348,65.55,18.28,97.42,19,262
8280,67,25,4,145,6,797,61.51,1.91,97.39,274,96
