Audience_id,Date_id,Canal_id,Plateforme_id,campagne_id,Nb_visiteurs_uniques,Nb_pages_vues,Taux_rebond,Nb_abonnes_reseaux_sociaux,Taux_interaction_RS,Nb_abandons_lecture,Duree_session
8871,52,2,5,10,8275,9632,67.65,1191,7.14,273,4.3
8872,37,2,5,2,3898,3756,31.93,221,2.0,49,8.58
8873,95,2,3,2,3904,6298,34.82,883,4.83,246,6.94
8874,44,5,2,10,9332,2861,32.85,682,5.97,260,1.64
8875,9,5,1,4,3197,4858,75.63,4769,5.3,256,1.88
8876,63,2,3,4,9190,1777,22.38,3079,6.71,496,8.38
8877,42,1,2,10,1889,15531,19.12,2932,9.57,229,1.76
8878,20,3,5,9,7920,17015,87.82,1669,5.83,127,7.78
8879,71,2,3,3,4820,19467,74.42,920,4.33,462,5.78
8880,67,3,2,5,4813,9965,38.98,94,2.37,428,2.38
8881,64,4,5,6,2561,9981,79.03,3315,8.65,241,3.91
8882,5,3,2,5,6740,17287,56.8,4807,7.35,89,2.54
8883,53,2,3,3,3814,1790,30.47,450,5.77,63,6.96
8884,29,4,5,1,6528,10157,15.28,3137,1.16,94,7.2
8885,39,3,5,4,6548,16674,87.46,3648,1.06,140,0.66
8886,27,1,2,3,3348,14734,20.32,320,7.88,57,9.99
8887,8,4,1,7,1692,16848,63.55,1068,6.31,295,4.73
8888,31,4,2,10,1754,15746,26.59,1090,2.46,331,8.06
8889,59,2,5,3,5058,11154,75.41,3938,2.31,433,1.04
8890,27,3,2,9,2245,2177,44.03,712,1.62,177,6.38
8891,50,4,3,5,8460,13258,18.35,2599,0.97,80,3.09
8892,36,4,1,10,6552,4272,26.81,3384,3.48,104,7.26
8893,99,2,5,6,8515,9872,39.56,946,6.07,395,6.85
8894,82,2,2,5,6823,16365,82.16,4380,1.23,7,7.06
8895,91,1,5,4,7610,11321,64.97,2960,2.1,64,1.24
8896,30,4,1,2,275,15007,35.41,2040,4.63,368,5.6
8897,43,2,1,7,7657,5728,79.17,2696,3.59,373,6.85
8898,68,3,5,5,2647,5705,21.28,228,7.66,106,2.82
8899,10,1,3,10,905,1978,10.99,947,6.54,163,8.65
8900,13,2,2,3,6977,7342,45.88,3924,1.64,271,8.93
8901,92,3,3,6,6365,3431,86.95,631,5.21,449,3.89
8902,79,2,1,1,2476,7976,65.33,1513,6.78,124,4.94
8903,32,2,3,6,6818,12826,81.94,1907,1.98,151,9.65
8904,49,1,4,2,7267,8623,67.59,2360,0.0,230,5.94
8905,38,2,4,8,5841,9542,19.03,1862,4.96,51,4.09
8906,21,4,2,1,9676,6419,59.2,2949,7.81,91,1.9
8907,11,2,5,2,444,1316,10.67,4516,5.25,343,3.39
8908,81,3,3,6,2879,15229,68.37,4671,0.06,254,9.22
8909,11,2,3,10,8066,13460,35.22,558,0.02,147,1.46
8910,22,1,5,8,4973,2965,69.92,1262,0.95,449,9.63
8911,40,1,5,4,2152,16330,64.7,1833,8.48,107,6.49
8912,9,2,4,7,4801,19663,51.48,3358,0.46,420,6.49
8913,48,4,4,10,8189,18912,14.47,3562,9.84,13,2.86
8914,26,4,2,6,8955,12660,55.15,3387,3.95,424,8.42
8915,49,2,5,1,3082,12096,15.63,4044,8.52,346,5.74
8916,91,5,1,8,6606,1947,89.4,3826,0.41,492,5.68
8917,50,1,3,5,4001,1589,76.04,2481,0.12,92,6.1
8918,88,3,3,7,6500,769,81.65,4988,4.08,286,2.55
8919,96,4,2,10,3385,2356,28.1,4747,7.74,237,9.86
8920,67,5,1,2,451,13396,72.05,2255,8.11,126,8.84
8921,73,3,3,9,6858,4627,50.53,4465,3.77,209,5.19
8922,55,5,1,1,9021,14391,82.91,1287,4.57,95,3.9
8923,95,5,3,6,2290,12656,68.04,320,2.34,186,4.77
8924,13,2,2,1,4145,2543,31.63,1389,9.73,123,8.97
8925,67,4,4,7,5540,7334,42.9,4337,1.71,224,4.67
8926,56,5,4,10,8798,6431,45.18,362,9.85,450,3.78
8927,40,5,2,9,1704,9484,85.76,2915,5.51,35,7.63
8928,98,2,4,3,399,424,39.98,2657,6.49,78,5.13
8929,1,2,2,1,1552,17746,36.6,1980,5.09,32,5.23
8930,62,4,1,8,7487,19168,16.91,462,0.3,303,8.86
8931,77,3,1,2,6013,15124,63.52,2452,1.2,242,5.33
8932,16,5,3,3,8785,13554,18.23,3322,9.52,390,2.16
8933,30,1,4,7,442,4052,38.02,4704,2.11,470,3.4
8934,98,1,2,4,7363,484,82.95,1796,7.02,385,5.08
8935,42,5,5,9,9226,14544,21.5,3098,1.64,136,2.96
8936,78,3,2,6,9868,9516,28.6,3893,8.31,85,3.01
8937,73,4,5,5,6454,6736,56.35,101,2.32,330,4.92
8938,84,5,2,3,2190,11326,70.47,3425,6.37,46,1.56
8939,89,2,3,1,8010,1445,75.28,1024,7.98,311,4.67
8940,64,2,1,7,7143,439,50.85,4891,5.97,322,9.14
8941,30,3,4,2,541,1316,28.99,215,9.45,176,3.24
8942,72,3,5,5,8710,15646,77.99,389,1.38,479,5.76
8943,32,4,3,6,7398,19254,12.38,973,1.21,152,2.27
8944,81,3,3,10,4117,15107,31.05,4103,0.21,439,2.46
8945,77,1,1,9,4030,7983,14.49,4091,5.42,134,8.44
8946,82,3,3,5,9425,275,38.12,2103,4.88,494,4.39
8947,28,2,3,8,6189,16898,77.37,3727,0.93,277,9.41
8948,45,5,1,1,9051,5544,55.92,8,0.69,53,2.03
8949,11,1,3,5,1753,6588,16.39,1300,2.36,194,3.97
8950,84,5,2,8,6573,13554,47.34,1249,6.3,389,6.37
8951,7,2,2,9,3597,17095,64.35,1586,3.19,206,6.36
8952,40,5,5,3,9079,2245,88.78,872,0.24,111,4.92
8953,65,1,5,10,2743,1349,48.0,4802,3.59,268,2.48
8954,53,2,5,7,9410,2572,74.7,1212,1.43,183,5.35
8955,12,1,3,5,9623,19707,74.52,3140,7.45,199,5.31
8956,16,4,5,4,8175,5253,46.3,240,5.82,249,8.46
8957,12,3,2,3,714,11790,19.63,4213,2.01,11,5.74
8958,23,4,2,6,1564,13367,74.99,3176,6.86,151,6.93
8959,95,1,1,9,3087,6728,33.92,1051,5.7,267,3.93
8960,35,1,4,10,6376,15655,89.69,2037,4.39,299,5.8
8961,52,2,4,8,7370,16438,28.71,1922,5.85,75,2.16
8962,70,3,5,9,2741,9844,15.95,3413,7.21,35,9.05
8963,35,3,5,4,9458,2873,64.33,2558,7.69,279,5.09
8964,21,2,3,6,7789,8789,79.58,2880,8.65,436,3.99
8965,37,4,1,4,7284,9489,36.72,1881,2.28,108,9.93
8966,85,5,3,10,3685,8601,89.18,3258,5.96,409,3.02
8967,75,2,1,3,1305,13352,68.6,3762,4.2,230,6.03
8968,35,1,1,4,6897,6413,53.88,3158,9.75,472,3.84
8969,62,1,3,9,532,16422,54.36,1799,0.76,464,4.93
8970,93,5,4,5,7085,7450,44.37,3903,3.4,468,7.07
8971,72,2,1,1,2485,17957,78.14,2589,0.13,474,3.74
8972,86,4,5,1,6495,2439,34.03,3907,7.32,22,8.22
8973,5,2,2,6,7095,6671,67.28,299,6.87,444,8.85
8974,51,5,1,2,3209,17270,32.27,3527,0.89,381,4.96
8975,82,3,2,3,2449,7538,33.82,1104,2.73,111,2.86
8976,12,1,5,5,3732,4718,73.57,2087,5.11,193,2.17
8977,37,3,3,6,9908,7075,61.03,2834,8.83,127,5.21
8978,17,3,2,1,6954,19914,32.86,2099,0.34,96,4.19
8979,54,4,5,3,9024,19939,28.55,1667,3.01,287,3.87
8980,97,2,2,6,7525,15710,10.04,4747,3.05,287,6.48
8981,7,3,3,4,4138,14585,41.87,4239,1.27,400,6.48
8982,72,3,5,2,603,137,72.35,3688,7.66,85,7.18
8983,51,3,3,4,3576,4107,40.43,4699,0.69,20,8.14
8984,8,3,1,9,7625,8110,15.4,568,0.18,276,7.23
8985,84,5,5,2,5233,7745,83.43,218,9.37,301,4.23
8986,17,1,2,5,643,15424,64.9,1835,1.71,104,8.87
8987,91,3,3,4,5127,16125,37.97,3170,2.39,490,3.9
8988,80,2,2,2,6780,17974,44.62,2682,3.88,320,7.6
8989,34,2,3,8,7609,215,64.82,1801,1.53,422,8.41
8990,37,2,5,8,6455,107,30.25,289,10.0,78,8.07
8991,41,5,5,5,7011,1672,89.27,3585,8.61,171,8.46
8992,7,3,4,7,429,15610,77.39,653,3.42,286,8.44
8993,75,2,4,8,7395,2059,55.86,1272,2.08,7,7.54
8994,43,5,1,9,6654,11045,24.78,4690,4.68,383,3.97
8995,54,3,4,9,617,9531,46.19,4123,1.38,451,4.52
8996,87,1,2,1,4583,6343,60.15,3177,6.92,338,7.22
8997,7,2,3,3,9832,12361,66.81,3595,3.65,244,7.32
8998,98,3,3,2,9687,8969,56.23,1872,9.93,273,8.81
8999,93,3,4,5,7477,16193,54.37,4461,2.83,295,4.18
9000,81,3,5,8,1834,14875,54.96,1798,3.77,58,3.24
9001,1,3,4,3,9651,12783,64.58,2470,6.59,347,6.15
9002,59,3,2,1,5043,19573,47.05,837,0.51,185,9.35
9003,27,5,4,10,1470,9530,88.85,106,3.09,242,5.06
9004,38,5,2,2,265,12494,20.49,2221,5.13,401,7.23
9005,48,4,1,10,3130,13743,65.69,4263,2.69,340,1.93
9006,58,3,3,4,4404,9441,29.69,302,6.4,215,8.1
9007,4,2,5,8,9644,18819,62.38,2511,4.28,14,1.85
9008,86,3,5,8,4126,16973,34.66,1308,5.43,211,9.44
9009,58,1,3,9,118,13825,20.51,238,4.65,342,6.06
9010,87,3,5,1,9495,16927,42.97,4567,7.03,280,3.42
9011,58,3,2,8,8291,2629,27.12,4494,1.46,399,1.1
9012,96,1,5,4,9889,4017,20.39,2467,0.3,348,6.32
9013,56,4,5,10,707,17302,11.23,3203,6.67,193,5.39
9014,31,1,3,9,5391,18283,58.66,2160,2.48,468,3.15
9015,31,3,5,5,7009,10167,13.3,323,6.52,489,0.55
9016,67,5,2,1,850,16822,29.34,249,6.43,170,9.0
9017,56,1,2,2,5614,8953,22.03,3350,1.55,98,9.55
9018,44,2,1,7,5479,17666,76.16,2048,6.96,288,3.08
9019,43,1,2,2,1503,19406,79.57,1035,9.95,303,9.32
9020,90,3,2,1,765,7853,71.26,1021,3.02,294,9.87
9021,66,3,2,5,6874,9407,88.01,3855,3.29,287,7.39
9022,89,1,2,7,628,6495,71.2,3350,0.21,14,0.73
9023,76,1,1,9,2175,8731,14.42,2015,0.36,416,5.28
9024,15,2,2,2,9673,10166,76.8,1676,0.43,449,7.45
9025,19,1,4,8,8503,14403,65.15,4859,1.46,419,6.24
9026,58,1,2,9,4591,9135,34.18,1055,0.56,415,7.76
9027,57,3,2,9,5301,14939,39.02,2068,0.07,207,2.46
9028,94,4,1,10,8289,2631,70.59,584,9.28,201,5.21
9029,21,5,2,2,4068,12028,64.84,4285,4.68,75,1.43
9030,5,5,4,7,8368,3741,54.9,4764,6.58,229,2.87
9031,72,2,2,1,7772,19567,27.87,450,4.35,349,0.93
9032,71,5,1,5,6687,16179,61.79,4886,6.5,137,3.36
9033,17,1,2,4,9112,16041,20.0,2251,7.15,151,3.22
9034,44,4,4,6,8615,2200,14.03,460,1.54,436,3.13
9035,41,5,2,1,4509,8746,51.28,3412,3.7,479,0.72
9036,21,2,2,9,3863,6587,46.24,104,0.37,264,9.7
9037,52,1,5,5,9847,8213,17.49,1100,6.02,459,7.33
9038,72,1,3,7,4173,14651,20.42,1471,4.52,461,3.9
9039,97,4,4,1,659,11541,68.82,1995,6.8,142,8.98
9040,97,5,5,1,5128,11308,89.11,336,4.63,327,8.89
9041,9,4,2,1,4905,18909,22.73,1483,5.61,189,4.53
9042,56,1,3,2,8884,17861,69.63,3269,0.89,140,8.01
9043,75,5,5,8,8446,7979,40.4,2602,6.23,143,1.4
9044,69,3,5,3,1831,9768,45.93,1717,3.81,484,5.98
9045,79,2,4,2,8647,3671,26.56,745,2.16,379,1.27
9046,94,5,1,9,9095,16819,87.85,3473,7.34,180,4.27
9047,68,3,2,3,7113,11094,25.73,556,2.26,7,8.21
9048,29,2,5,6,1345,13482,65.9,2320,1.33,276,6.77
9049,46,3,2,5,5440,17893,15.07,3181,0.63,110,6.72
9050,74,4,3,3,2474,1208,31.02,350,6.64,320,8.34
9051,38,2,3,10,2578,1068,21.95,2055,0.93,63,0.5
9052,91,1,4,1,3983,14853,48.52,1955,8.51,164,4.77
9053,6,2,5,2,5435,5569,31.83,3399,8.19,64,5.53
9054,93,1,3,5,1888,17106,52.97,4204,5.53,462,6.5
9055,1,5,2,5,6745,17783,28.36,3836,5.29,49,3.63
9056,1,1,1,7,2083,10671,21.36,717,2.4,8,7.67
9057,89,4,2,7,2713,1814,69.42,4497,9.35,5,1.0
9058,82,4,2,6,6328,3029,35.51,357,0.91,382,9.14
9059,75,3,4,10,6360,4213,88.05,3764,1.69,59,6.96
9060,9,1,5,6,9991,3192,58.46,1060,3.67,304,8.18
9061,35,3,4,10,4278,9573,28.47,2758,7.14,79,6.09
9062,58,2,2,6,2875,15677,56.96,2425,6.76,299,8.84
9063,12,5,2,4,9977,816,42.63,1353,7.56,270,8.9
9064,87,3,1,5,129,4356,33.99,98,3.95,10,2.26
9065,33,3,4,1,8677,830,10.71,4100,7.39,190,3.04
9066,93,3,4,8,6143,1632,51.43,1113,4.25,392,7.43
9067,19,4,4,3,3072,6483,40.62,109,7.26,37,2.15
9068,76,4,3,10,4211,16687,39.31,2667,7.5,284,1.29
9069,41,3,5,4,6770,6772,16.98,2325,9.21,148,3.17
9070,69,2,1,10,2590,4843,36.58,2179,5.17,147,1.44
9071,35,4,4,5,3197,4774,41.6,2941,0.48,444,8.97
9072,69,2,3,9,1899,15007,15.89,957,2.83,281,0.55
9073,15,1,1,8,7949,11502,20.84,2733,5.21,481,9.36
9074,70,5,4,2,6470,11174,67.33,738,1.28,244,8.34
9075,72,3,5,8,4931,15629,16.4,2679,9.92,205,9.69
9076,29,5,3,1,9013,1610,84.12,497,4.24,38,5.33
9077,14,2,4,1,5070,15455,18.28,3539,6.8,330,5.27
9078,86,5,2,10,4572,16553,21.79,1257,8.2,480,8.17
9079,26,1,4,6,5398,3216,88.47,676,6.07,13,6.43
9080,72,1,1,1,2039,11309,69.66,3303,2.63,7,3.52
9081,27,3,1,9,2116,8714,67.2,443,3.25,208,7.59
9082,65,3,4,5,9060,11888,87.57,421,9.32,267,7.16
9083,72,5,4,4,9792,2916,76.35,4328,4.92,45,9.31
9084,70,5,3,5,3850,13713,22.49,4251,4.18,454,1.19
9085,79,1,1,1,5808,3233,74.92,781,3.57,411,4.46
9086,91,1,5,10,2701,15538,69.41,1402,1.31,368,6.91
9087,91,4,3,5,3397,11028,84.02,3507,8.99,428,9.77
9088,46,4,5,4,9378,19314,88.19,2144,3.21,203,5.42
9089,73,5,1,4,931,14632,45.55,2811,8.95,473,2.26
9090,18,1,4,1,9132,9329,56.3,3424,7.49,450,6.68
9091,89,5,5,3,5127,5787,43.23,636,5.62,278,8.23
9092,34,2,2,9,7681,3884,41.95,1783,3.51,382,6.74
9093,89,4,1,9,2421,11934,29.15,4818,2.96,60,4.42
9094,1,3,2,8,1498,11176,49.18,2875,2.08,29,8.14
9095,29,1,5,10,3596,18894,12.34,3470,2.99,246,3.51
9096,55,1,4,5,8146,14436,88.79,884,0.83,262,7.79
9097,7,1,1,10,9437,4868,51.06,2536,9.71,198,2.73
9098,97,2,3,9,7926,1312,67.24,4941,7.02,187,6.06
9099,51,3,3,2,5870,12157,39.31,1186,1.3,392,2.96
9100,47,5,5,7,7981,13471,69.92,3184,1.57,205,0.93
9101,6,4,1,7,6743,14291,24.79,428,8.33,295,1.68
9102,63,4,2,3,6312,14791,26.32,1099,2.15,411,8.8
9103,5,5,4,5,820,14314,17.19,2669,0.22,222,1.61
9104,27,2,2,2,8594,4542,53.8,3609,4.4,97,2.07
9105,96,2,4,3,8502,2234,63.08,757,2.56,125,4.7
9106,31,3,2,6,3332,7276,24.78,4757,2.75,460,1.48
9107,57,3,5,1,6046,9637,72.2,2640,4.31,7,3.47
9108,91,4,1,9,1355,140,44.16,4735,8.2,158,0.91
9109,3,1,2,2,4554,8288,65.2,2448,1.63,94,5.31
9110,83,1,3,1,6434,11624,83.1,4747,4.95,332,8.02
9111,80,5,5,4,7224,18930,35.86,979,2.27,193,0.74
9112,28,1,5,9,9278,3888,56.45,1567,4.1,24,9.84
9113,45,5,2,3,2361,13418,63.54,4276,8.89,451,7.61
9114,1,3,2,7,4330,8487,82.07,1656,2.64,87,3.1
9115,99,3,5,10,7523,4910,22.54,2036,0.75,476,7.32
9116,69,4,5,4,2858,10396,42.68,743,3.26,474,7.36
9117,31,2,4,5,8384,1531,87.57,1273,0.3,240,1.85
9118,54,2,5,6,4675,852,47.75,1482,5.96,462,4.52
9119,74,3,1,9,3400,1751,43.82,3476,7.63,180,1.95
9120,58,3,5,3,3201,5878,75.44,3287,5.45,15,9.65
9121,57,3,1,5,1598,8483,37.74,1693,2.92,212,5.66
9122,21,1,3,6,3841,3995,80.51,3101,0.56,158,5.58
9123,57,5,2,3,8186,4017,24.84,4813,7.46,152,5.13
9124,23,3,2,9,8211,18724,49.08,1362,4.63,341,5.09
9125,9,4,4,6,9944,7862,26.73,4986,8.0,121,8.3
9126,55,3,3,10,116,10834,65.18,2413,4.11,162,1.86
9127,5,4,4,6,7289,11333,51.85,2450,5.09,243,1.94
9128,94,2,2,7,3340,5882,47.6,4820,1.16,271,1.16
9129,56,2,2,10,8092,4687,20.9,2011,7.26,250,4.84
9130,32,2,2,6,5579,8109,64.44,1733,0.16,123,4.54
9131,19,2,2,7,7779,6751,74.46,3474,8.82,469,9.37
9132,91,3,5,6,5585,11984,30.27,1428,0.78,233,2.54
9133,77,5,4,9,6907,5343,24.47,899,3.26,86,9.98
9134,90,5,2,5,4315,7073,72.3,3940,0.56,83,8.27
9135,23,1,1,7,3073,12608,50.85,4649,3.73,136,8.9
9136,43,5,2,8,8698,11880,20.73,510,2.38,269,3.9
9137,23,1,5,7,985,10774,11.17,758,2.57,277,5.49
9138,38,2,5,3,1200,3367,83.25,349,9.38,20,5.04
9139,39,1,1,2,511,19464,34.67,2386,6.16,391,9.13
9140,38,3,4,3,5603,8794,57.55,412,9.51,11,1.33
9141,87,3,2,1,7726,774,72.57,3251,3.08,90,1.46
9142,99,2,3,1,3312,17341,72.74,3588,3.44,285,4.28
9143,91,4,3,6,4882,9312,89.29,3613,6.17,342,8.81
9144,14,3,1,4,7868,1549,62.29,2392,4.8,499,6.19
9145,81,1,5,6,5222,17797,19.86,1196,9.65,410,8.41
9146,2,3,4,1,7509,16692,12.55,1329,3.53,362,3.2
9147,5,4,5,3,9534,2865,26.35,1794,8.9,167,8.96
9148,15,3,5,9,4342,2578,76.16,4021,9.12,5,5.37
9149,53,4,5,4,9772,10544,48.72,1210,6.82,403,7.93
9150,71,1,5,7,9703,14771,63.81,3508,2.27,375,9.22
9151,93,4,3,10,6208,14917,73.98,15,7.81,207,5.73
9152,51,5,1,2,1391,8811,57.09,2406,8.77,203,4.07
9153,75,1,1,6,3602,2144,39.88,2659,5.01,84,1.95
9154,7,2,5,6,1955,12863,43.41,1835,8.96,387,9.44
9155,85,1,3,1,7247,17170,69.0,887,6.33,465,7.19
9156,98,2,2,6,5130,4082,69.7,1456,1.24,324,4.92
9157,19,1,3,5,6504,17545,46.54,332,0.72,0,2.05
9158,13,2,4,6,9390,7877,14.37,4083,0.19,36,5.78
9159,94,2,4,9,6786,17129,41.94,3491,6.51,281,7.73
9160,66,5,3,6,4712,5493,24.08,4817,0.55,285,1.43
9161,75,2,1,4,1231,17692,73.7,1535,2.64,364,5.4
9162,71,2,3,2,7139,13139,78.25,4863,6.73,406,7.28
9163,8,2,3,5,2241,1483,15.35,3833,7.47,293,4.45
9164,86,3,5,8,7636,16345,71.64,67,0.55,464,7.49
9165,34,3,1,1,1476,19276,60.12,1680,3.38,170,7.02
9166,70,1,2,10,7210,9383,71.14,525,0.95,498,3.55
9167,4,1,4,10,2824,3463,83.18,2294,6.48,170,0.95
9168,29,5,2,1,6080,5097,68.85,4412,6.69,353,5.19
9169,40,4,2,4,9876,16289,27.77,1582,5.94,488,3.34
9170,99,4,4,3,5507,14528,50.6,4006,5.9,318,4.41
9171,61,4,2,9,5385,5320,80.53,4927,7.57,314,8.04
9172,12,1,5,2,3730,11124,65.02,96,5.52,9,0.98
9173,92,1,2,9,1971,17591,84.77,2740,4.2,234,9.43
9174,81,5,1,6,5311,14413,46.72,632,8.74,253,5.07
9175,65,1,1,5,904,14830,79.45,59,8.27,340,9.24
9176,12,2,3,6,3741,1886,37.72,521,4.83,448,7.94
9177,84,1,5,2,5332,4104,84.96,1336,7.05,478,7.5
9178,85,5,5,3,3240,1877,10.13,826,8.39,163,1.87
9179,66,3,4,5,3008,19457,44.39,2257,7.29,450,1.1
9180,75,5,5,8,2323,17870,85.97,4424,9.78,138,7.82
9181,25,4,4,1,9158,3905,35.47,915,8.13,440,0.79
9182,3,1,5,8,2587,19072,21.83,1662,8.39,344,4.17
9183,15,2,4,9,6055,10164,36.5,2786,2.98,133,7.12
9184,18,4,1,5,599,532,53.81,3745,9.87,94,6.01
9185,56,5,2,9,9223,15331,46.63,3525,5.9,101,7.13
9186,24,4,5,10,7396,4878,74.59,1596,3.78,249,7.26
9187,28,4,1,6,7250,14806,27.34,1093,6.28,216,9.43
9188,20,2,3,3,6824,17893,40.46,2190,9.13,337,4.86
9189,43,2,2,9,8925,9369,71.39,3054,1.76,336,8.09
9190,83,3,2,2,7786,11761,21.59,2872,0.13,395,3.64
9191,6,3,5,10,5121,17457,25.51,2556,8.96,101,3.72
9192,2,4,4,3,3199,3433,39.09,695,3.7,493,2.18
9193,27,5,4,7,7447,629,84.92,4174,7.16,112,5.3
9194,64,5,2,8,1204,5021,35.02,216,9.96,164,7.19
9195,56,1,5,9,6753,12770,63.46,714,3.75,283,3.06
9196,62,3,1,7,826,6087,43.32,4888,7.23,104,5.43
9197,22,3,3,8,3339,15969,23.84,3032,0.21,7,8.07
9198,10,1,4,10,690,16040,78.8,1942,5.2,43,7.12
9199,32,1,5,6,5291,2876,56.12,1767,1.77,420,1.67
9200,8,4,1,1,565,1623,35.07,2071,7.04,439,8.0
9201,16,1,3,2,4224,370,35.27,4282,2.7,37,3.58
9202,41,1,5,1,4783,3307,52.86,2607,0.39,181,3.31
9203,29,5,4,8,2210,7532,39.03,1575,6.42,33,8.13
9204,20,1,5,3,9931,3366,43.46,4945,9.45,443,8.78
9205,58,3,2,4,8620,2527,17.72,889,4.38,15,4.42
9206,61,2,2,1,8044,5071,72.47,4671,9.87,476,2.5
9207,4,1,1,5,2316,18956,10.24,1196,4.2,396,1.25
9208,26,3,2,10,2837,6923,66.63,4582,5.2,23,6.5
9209,49,3,3,10,8656,5301,13.86,4559,0.96,24,9.76
9210,20,1,4,1,8851,19194,18.15,306,9.79,352,8.68
9211,35,4,4,9,5600,3645,76.79,2356,7.29,194,3.24
9212,10,5,1,10,5756,17305,33.36,2495,3.36,275,8.92
9213,61,3,2,10,1020,16407,70.95,616,8.92,338,9.37
9214,36,2,2,5,4933,986,85.09,984,9.03,310,6.62
9215,51,2,1,5,4045,3039,77.11,2819,1.69,107,4.29
9216,91,3,4,1,1352,13252,42.08,3905,0.58,174,1.72
9217,13,4,1,4,2882,11219,33.94,629,2.65,105,1.3
9218,70,1,5,10,8281,6648,51.52,223,6.35,360,7.58
9219,47,2,5,2,7335,8347,54.38,4283,0.76,41,7.53
9220,10,1,3,5,4409,15055,14.36,2930,5.54,347,6.65
9221,12,3,1,5,793,13309,55.41,784,3.57,389,8.77
9222,91,3,3,7,2923,18377,75.0,4494,1.29,482,6.35
9223,98,5,1,1,9628,8196,43.08,4407,1.32,458,5.38
9224,30,3,4,4,677,14464,37.58,1859,6.55,98,4.16
9225,63,4,3,2,5504,7329,63.31,1175,1.1,345,8.23
9226,16,2,3,4,4068,15630,56.1,3152,5.77,395,9.63
9227,46,1,2,1,6938,3116,60.38,4558,4.32,448,3.48
9228,92,2,1,4,9933,1368,10.46,3577,8.69,5,4.35
9229,11,1,2,3,9336,14818,72.62,1487,8.58,380,6.04
9230,84,2,5,2,4005,10642,61.34,275,1.21,277,7.8
9231,97,4,4,1,4872,16144,66.14,4954,6.21,360,9.64
9232,30,1,2,6,8680,10937,73.85,785,3.49,119,3.88
9233,96,1,4,2,5221,10854,68.84,4037,6.86,65,8.06
9234,11,1,5,5,7631,7708,28.04,2962,5.46,292,6.37
9235,16,5,3,7,9800,10882,28.41,2727,0.9,216,1.58
9236,12,3,5,3,9395,1386,78.93,2780,7.82,338,7.46
9237,74,4,2,2,8351,11476,43.1,2495,2.86,472,2.66
9238,93,5,2,5,6220,5172,15.04,2639,2.17,414,2.2
9239,78,1,5,4,1509,17142,35.43,3235,3.07,284,5.23
9240,10,1,4,7,8350,2046,26.65,4629,2.81,385,7.59
9241,100,2,2,6,4134,19480,73.76,2343,9.87,28,5.44
9242,76,2,1,10,6577,12380,47.63,4925,1.18,22,4.75
9243,6,2,4,6,2667,11940,43.5,1566,0.57,449,3.32
9244,90,5,1,8,9309,3431,12.86,4113,0.85,280,6.38
9245,58,1,5,7,446,4746,23.99,2076,6.52,347,7.21
9246,87,1,2,1,7843,6573,21.21,1361,5.31,223,2.42
9247,6,2,3,10,4100,11498,65.59,4023,5.83,161,2.3
9248,24,1,5,3,3454,14505,76.63,4030,9.74,476,1.85
9249,18,4,4,8,6523,5101,39.26,889,3.41,240,9.33
9250,91,3,1,8,8754,6799,72.82,3723,9.25,446,2.71
9251,1,4,3,10,1121,14344,21.45,4690,3.39,459,0.71
9252,72,3,1,6,9344,15369,80.25,4841,3.81,401,0.98
9253,20,1,4,7,588,7499,36.81,3906,6.03,31,5.39
9254,85,4,5,6,9416,17031,76.49,4727,4.44,358,3.45
9255,68,3,5,8,7891,11320,73.53,4965,3.39,60,7.88
9256,97,2,4,4,2746,5548,37.29,834,7.27,433,4.67
9257,10,3,5,3,2883,14766,58.18,3276,2.38,498,2.13
9258,76,3,2,7,9954,6877,10.83,2161,7.26,387,8.18
9259,5,2,3,6,1649,14386,10.19,139,7.74,465,1.84
9260,42,4,5,10,6400,1111,30.55,4620,6.04,36,6.58
9261,14,5,4,5,7170,15866,10.25,365,8.0,434,2.79
9262,94,3,4,4,8805,9116,11.98,3585,3.34,470,0.98
9263,6,1,2,8,6530,9578,59.29,1476,8.54,109,5.91
9264,4,5,2,5,1439,12767,84.72,3535,2.77,249,2.68
9265,4,3,4,10,6494,12671,21.63,3233,7.06,326,0.85
9266,8,1,1,3,9476,17913,19.8,1230,3.02,370,2.88
9267,79,1,4,8,3279,11069,64.95,2678,6.84,379,1.94
9268,9,4,5,7,8461,16695,78.16,3659,7.71,252,8.43
9269,77,1,3,10,6999,6591,82.21,2053,6.97,487,8.2
9270,65,5,2,10,4323,2735,15.8,1516,5.97,231,5.34
9271,87,4,2,5,2884,9668,79.33,1883,4.65,407,7.22
9272,52,1,1,2,4068,3403,32.68,3182,0.22,175,2.38
9273,88,4,2,9,4912,4606,78.3,4403,0.53,206,7.89
9274,5,1,4,1,708,967,42.29,350,1.34,429,4.14
9275,9,4,3,7,9225,12853,28.01,3828,8.62,225,7.26
9276,54,5,4,5,6526,12033,40.48,1302,9.35,256,5.47
9277,21,3,5,9,3900,4783,18.11,4347,1.34,239,4.34
9278,85,5,2,7,1826,8336,56.68,4104,1.89,392,5.7
9279,98,4,3,8,7749,194,11.95,833,8.15,311,8.22
9280,34,1,3,2,9417,17527,81.6,4637,3.3,352,8.89
9281,44,5,5,2,451,4790,74.06,2926,1.05,408,1.94
9282,100,5,2,1,8537,9491,39.36,1685,8.64,216,3.29
