Gouvernance_id,Date_id,Direction_id,Employe_id,Systeme_id,Projet_id,Nb_projets_strategiques,Taux_utilisation_BI,Balanced_scorecard,Dashboards_exploités
8362,27,4,20,36,99,0,60.89,47,20
8363,19,4,13,35,57,1,86.74,82,26
8364,32,4,213,17,39,6,67.32,64,49
8365,20,4,191,32,8,9,70.63,34,26
8366,53,6,164,50,5,7,56.84,49,10
8367,20,4,237,43,94,9,86.16,61,35
8368,77,10,105,33,75,1,90.0,17,13
8369,64,7,101,18,20,10,56.69,25,25
8370,94,8,157,29,83,3,71.74,97,17
8371,46,10,98,24,38,7,82.39,37,22
8372,34,1,258,48,64,7,73.65,78,48
8373,74,4,234,18,21,5,99.11,1,19
8374,9,6,185,12,3,6,68.63,87,3
8375,95,7,39,43,41,0,69.44,59,17
8376,7,3,212,7,7,5,98.95,22,2
8377,72,5,170,50,84,3,51.05,31,38
8378,89,6,252,50,72,1,60.75,18,23
8379,84,3,61,44,87,9,62.58,42,18
8380,69,1,134,35,63,0,51.2,83,25
8381,16,3,97,4,11,4,76.35,31,40
8382,85,9,222,34,14,7,58.37,74,16
8383,75,8,2,28,18,2,97.58,10,20
8384,59,4,121,45,48,8,88.47,71,2
8385,69,3,43,49,21,1,66.81,26,23
8386,82,6,51,17,8,5,61.04,21,49
8387,35,8,65,9,30,9,76.58,4,19
8388,2,8,175,48,99,1,89.2,13,30
8389,50,3,108,21,12,7,94.95,20,34
8390,26,3,5,48,18,5,73.25,2,11
8391,17,7,144,25,15,7,59.5,46,24
8392,60,10,186,34,46,9,65.87,17,11
8393,4,10,89,16,2,5,54.49,34,23
8394,24,1,182,46,29,10,71.3,25,23
8395,53,1,117,37,8,2,63.19,46,43
8396,59,10,97,43,26,9,87.73,82,32
8397,91,2,205,29,75,4,82.95,46,14
8398,83,1,220,2,19,7,52.82,85,47
8399,39,8,145,24,7,0,77.22,56,4
8400,82,4,220,4,76,10,82.98,88,11
8401,91,3,28,31,3,1,70.15,63,39
8402,44,2,42,12,1,8,92.4,16,28
8403,21,1,18,21,64,6,97.8,86,6
8404,83,4,293,7,36,5,64.27,41,43
8405,43,2,118,44,66,8,82.41,14,1
8406,17,8,272,37,31,10,72.56,58,12
8407,30,10,117,17,94,9,67.38,10,4
8408,74,1,63,30,44,0,95.87,41,7
8409,8,7,245,50,78,9,54.09,14,20
8410,82,7,149,45,12,8,52.79,19,32
8411,80,7,168,9,100,2,70.7,76,47
8412,40,6,89,16,30,7,50.52,63,13
8413,96,9,291,26,21,4,98.48,88,40
8414,73,9,89,20,90,5,80.05,83,50
8415,50,8,170,41,43,7,73.88,96,45
8416,78,10,233,32,75,9,81.27,56,10
8417,65,3,300,9,88,4,98.41,50,13
8418,52,8,155,25,96,0,88.2,43,4
8419,63,1,13,44,69,9,68.38,35,29
8420,66,1,89,12,59,10,76.49,98,50
8421,25,6,240,30,11,6,86.03,57,22
8422,93,2,152,44,68,2,59.04,18,35
8423,80,6,175,9,19,9,59.84,9,36
8424,36,10,271,34,86,0,94.6,13,24
8425,83,1,204,34,33,5,82.2,74,14
8426,73,5,89,36,38,9,94.91,48,17
8427,22,1,139,3,1,9,50.92,34,41
8428,95,6,137,21,63,7,62.73,98,13
8429,82,9,41,5,45,7,52.0,32,7
8430,59,9,186,37,22,10,66.67,87,20
8431,32,6,141,45,46,10,94.61,48,16
8432,4,10,109,47,76,10,60.45,13,44
8433,98,2,189,22,56,0,83.88,60,39
8434,6,7,293,42,40,5,57.4,35,24
8435,83,10,79,31,97,5,83.3,69,28
8436,65,3,91,28,96,8,69.56,25,40
8437,54,7,99,46,76,9,89.91,42,31
8438,1,10,159,23,51,8,82.67,18,22
8439,51,8,123,43,95,8,94.59,1,1
8440,59,7,76,44,46,4,62.29,92,12
8441,59,1,149,1,75,8,59.97,58,50
8442,10,6,150,46,52,3,86.18,45,25
8443,51,3,69,23,1,3,80.9,34,13
8444,75,5,206,8,14,6,69.64,90,43
8445,1,9,296,20,18,1,52.77,40,30
8446,4,2,174,12,56,3,56.07,16,14
8447,75,6,123,28,29,8,82.65,53,6
8448,50,9,108,38,59,7,86.1,0,33
8449,12,4,87,36,4,8,91.61,46,37
8450,80,8,177,17,57,0,68.32,85,12
8451,18,6,171,14,31,5,83.1,58,48
8452,100,4,235,33,53,0,99.5,37,26
8453,36,1,207,2,29,8,85.61,25,9
8454,57,7,231,22,85,10,83.54,84,49
8455,21,1,55,29,48,6,58.84,86,8
8456,8,4,111,35,97,4,93.27,35,24
8457,18,8,174,36,69,0,69.21,40,6
8458,25,4,78,37,45,2,77.14,74,11
8459,86,2,182,3,69,6,63.98,9,20
8460,40,1,26,28,67,7,54.29,47,25
8461,88,7,19,7,5,6,74.12,11,14
8462,80,3,238,21,89,9,85.78,18,46
8463,8,10,64,7,95,1,85.81,63,8
8464,57,10,213,2,88,9,54.46,52,14
8465,71,2,146,39,1,4,77.67,68,31
8466,16,9,15,49,36,2,94.0,33,11
8467,21,6,112,33,57,2,86.54,84,0
8468,3,1,180,22,71,10,56.26,49,6
8469,31,10,192,33,42,5,99.99,35,28
8470,91,10,148,24,88,2,95.61,36,15
8471,64,3,290,19,47,1,88.24,85,12
8472,52,6,177,8,68,1,83.41,44,1
8473,76,7,297,36,89,5,52.84,3,41
8474,47,7,179,37,15,3,81.36,88,43
8475,90,5,260,4,50,10,72.77,45,23
8476,76,8,153,20,94,4,71.42,80,0
8477,46,1,2,41,34,6,68.53,4,9
8478,19,6,289,17,71,6,79.33,36,44
8479,59,7,213,45,23,8,71.03,5,48
8480,25,3,121,10,85,6,67.21,4,22
8481,56,3,111,26,77,8,57.47,29,39
8482,7,4,220,30,94,5,76.2,85,25
8483,57,4,284,18,20,2,90.04,65,48
8484,16,7,181,33,27,0,97.64,12,31
8485,29,8,125,3,50,3,75.25,24,22
8486,23,7,94,27,67,7,93.41,5,38
8487,19,5,23,16,66,8,84.89,68,34
8488,7,1,177,46,62,10,98.14,14,14
8489,12,10,141,32,70,2,54.51,77,50
8490,83,4,212,3,52,7,76.27,62,3
8491,90,7,177,43,42,7,54.08,50,41
8492,15,4,164,28,15,5,92.11,13,11
8493,81,2,173,11,94,4,57.5,76,15
8494,91,6,219,31,68,0,67.48,35,20
8495,18,9,146,30,3,7,76.83,74,8
8496,91,3,115,21,48,9,93.44,22,45
8497,77,5,115,25,88,8,57.79,85,0
8498,79,7,142,9,62,9,68.41,32,29
8499,20,2,77,9,73,7,50.09,39,31
8500,30,2,241,43,34,5,59.36,49,6
8501,37,2,48,47,72,6,75.8,86,25
8502,60,10,98,18,61,9,74.34,14,0
8503,52,10,99,27,41,8,93.06,59,45
8504,43,10,98,32,11,5,75.23,9,28
8505,57,4,261,15,42,6,96.74,26,31
8506,49,5,236,2,44,1,71.92,90,15
8507,33,4,178,42,73,1,57.45,100,47
8508,92,6,42,9,47,7,73.39,11,23
8509,66,9,229,41,6,1,93.08,80,24
8510,83,8,300,48,44,1,93.39,34,39
8511,64,4,158,22,58,7,64.66,78,25
8512,90,9,140,5,80,7,76.5,26,17
8513,32,6,69,33,34,1,67.96,19,48
8514,17,7,32,17,97,0,65.92,15,24
8515,85,7,83,15,67,5,77.08,11,5
8516,67,10,81,13,1,8,97.49,72,31
8517,52,10,292,6,17,8,95.4,82,45
8518,43,10,284,37,64,5,77.99,13,49
8519,13,6,279,27,52,2,70.4,23,21
8520,1,7,218,37,93,8,74.13,66,30
8521,10,6,241,16,9,2,63.67,96,3
8522,17,9,181,8,83,3,83.8,82,9
8523,94,8,172,38,82,1,99.0,60,11
8524,37,6,242,23,44,9,67.89,83,11
8525,74,4,268,11,38,2,52.74,50,3
8526,50,3,248,48,96,6,53.19,16,36
8527,77,6,73,43,76,5,71.98,99,7
8528,19,4,249,12,57,1,76.81,13,38
8529,69,10,98,50,89,4,89.77,59,21
8530,11,2,98,2,78,7,78.19,39,22
8531,45,3,202,19,94,3,57.97,92,38
8532,53,4,172,17,90,7,68.79,88,23
8533,31,1,125,44,86,5,79.0,83,26
8534,78,8,210,12,52,9,74.18,85,21
8535,20,5,74,36,72,9,71.22,18,47
8536,43,3,6,46,55,7,95.0,3,46
8537,100,3,4,15,85,8,77.86,68,12
8538,20,6,281,3,46,9,57.8,99,34
8539,57,6,231,18,60,10,70.88,47,37
8540,49,8,47,24,75,5,74.2,58,41
8541,23,1,77,24,87,8,93.06,53,31
8542,8,1,62,34,53,3,80.68,82,49
8543,92,10,1,14,46,7,86.92,44,10
8544,85,10,74,12,36,9,97.85,25,23
8545,7,6,151,46,76,6,53.63,42,44
8546,62,6,157,38,89,5,80.04,61,41
8547,14,1,300,33,81,7,90.0,68,15
8548,49,1,178,37,22,5,84.35,62,36
8549,79,3,31,5,9,9,61.35,78,11
8550,10,4,228,21,51,10,86.35,11,5
8551,68,5,245,34,85,6,92.74,93,36
8552,44,6,275,22,64,10,63.72,73,16
8553,1,3,202,17,76,0,94.94,36,43
8554,92,7,168,27,93,7,68.89,87,40
8555,88,6,236,30,74,6,67.64,48,30
8556,82,1,279,15,38,9,90.8,6,16
8557,9,9,150,34,95,0,61.16,26,39
8558,25,8,134,15,71,7,62.18,97,40
8559,44,5,172,34,55,7,99.45,67,40
8560,89,2,222,18,97,2,77.41,8,39
8561,74,4,263,50,53,5,65.71,27,50
8562,8,7,78,38,28,2,82.51,88,29
8563,85,6,84,41,62,3,60.28,3,44
8564,36,8,70,15,79,5,53.81,95,14
8565,89,4,295,2,38,9,96.98,54,33
8566,100,3,259,10,31,10,57.99,11,37
8567,97,8,75,41,8,3,61.43,81,24
8568,55,8,260,23,71,10,55.21,61,4
8569,10,7,4,32,26,0,54.36,97,24
8570,1,4,157,38,41,2,98.62,27,18
8571,97,5,138,32,95,2,67.63,32,41
8572,85,5,2,37,26,10,70.05,81,15
8573,91,7,282,6,85,10,95.18,79,11
8574,87,5,32,29,60,0,85.05,21,19
8575,50,6,96,26,61,4,80.71,46,31
8576,43,8,236,19,24,2,73.48,9,45
8577,67,1,151,1,98,2,59.75,23,6
8578,57,5,291,50,82,0,65.9,15,42
8579,12,10,148,49,72,5,70.85,35,0
8580,4,8,144,27,40,6,82.38,12,25
8581,29,6,236,34,62,9,63.88,8,18
8582,31,5,258,29,62,8,87.12,94,45
8583,44,5,166,18,59,6,84.82,37,35
8584,66,7,153,25,6,2,79.87,39,0
8585,85,7,19,37,67,2,90.13,17,16
8586,10,5,275,12,58,10,72.3,87,41
8587,23,4,111,33,8,6,65.73,38,3
8588,85,1,3,24,81,10,83.07,86,28
8589,46,5,79,34,56,8,51.92,30,46
8590,34,5,277,46,33,6,77.85,20,21
8591,30,9,23,11,96,10,84.69,50,49
8592,7,3,152,41,2,3,81.43,11,37
8593,79,8,153,50,90,5,83.61,77,22
8594,40,9,135,3,4,6,88.85,79,44
8595,92,1,36,46,53,2,73.82,8,28
8596,62,1,135,15,85,2,81.82,36,44
8597,82,3,33,46,3,7,65.1,86,48
8598,93,2,293,6,13,5,57.2,52,24
8599,60,4,73,20,39,7,54.71,57,42
8600,69,2,196,42,28,1,50.23,77,44
8601,31,6,272,27,32,3,82.69,11,9
8602,8,7,30,5,6,8,99.83,27,44
8603,90,2,282,19,83,4,60.09,17,23
8604,68,5,66,2,3,3,81.82,24,13
8605,92,6,207,25,89,3,63.93,76,47
8606,61,6,99,6,68,9,66.77,99,32
8607,6,10,43,37,50,5,98.34,20,14
8608,72,2,39,16,23,7,97.53,61,17
8609,22,10,85,26,97,5,92.83,5,20
8610,30,2,105,17,8,6,99.56,3,5
8611,16,2,126,19,80,3,71.14,65,1
8612,86,5,209,22,25,3,55.3,34,32
8613,18,10,241,38,100,4,69.67,43,27
8614,80,2,273,32,48,8,97.29,59,23
8615,79,4,225,10,21,6,85.25,100,26
8616,69,6,224,42,12,3,75.03,82,33
8617,76,3,79,14,92,5,91.11,97,18
8618,86,10,250,42,75,5,53.46,26,37
8619,47,1,119,18,15,8,64.39,71,21
8620,79,9,290,22,67,5,66.09,57,29
8621,99,10,103,34,74,2,78.46,79,8
8622,27,7,294,31,84,9,68.39,68,46
8623,67,9,31,29,95,10,90.78,38,3
8624,13,5,43,3,9,7,79.83,8,1
8625,52,8,151,20,44,10,82.79,6,16
8626,1,1,101,7,28,6,88.12,37,6
8627,30,10,258,35,93,9,95.29,26,0
8628,69,3,299,26,2,8,61.64,84,23
8629,65,3,246,11,72,4,73.69,40,33
8630,21,1,245,46,67,7,61.27,96,16
8631,2,4,170,43,23,2,88.58,54,47
8632,82,6,222,36,80,6,78.23,54,28
8633,71,8,188,4,53,9,67.06,42,20
8634,89,7,119,48,93,1,96.71,68,8
8635,64,4,133,29,4,4,75.07,5,44
8636,74,9,12,10,2,0,81.38,52,47
8637,57,3,60,20,40,1,85.46,57,9
8638,90,8,196,29,62,8,90.87,69,47
8639,32,5,209,3,100,4,56.25,66,28
8640,33,1,76,43,98,9,97.93,88,39
8641,60,8,120,14,29,2,77.17,99,3
8642,82,2,258,6,1,9,52.45,84,45
8643,99,8,39,26,88,0,67.51,36,37
8644,95,7,29,8,75,8,95.66,69,34
8645,34,9,240,45,38,5,67.71,24,5
8646,39,10,259,25,9,4,51.14,89,15
8647,10,7,19,22,10,4,85.64,88,50
8648,9,6,250,4,64,3,66.32,28,18
8649,92,5,136,45,81,4,51.78,94,29
8650,40,3,39,41,27,3,59.78,84,27
8651,47,4,32,42,59,7,97.47,24,3
8652,65,6,18,10,94,4,89.93,38,26
8653,24,6,149,27,84,5,95.45,78,15
8654,24,1,291,22,51,5,57.5,99,25
8655,7,9,204,35,8,5,54.76,48,33
8656,54,7,178,24,3,3,86.24,68,44
8657,76,6,176,46,27,2,79.14,27,0
8658,25,8,191,41,67,8,94.28,39,49
8659,20,6,181,15,3,2,93.14,73,43
8660,32,7,192,6,9,10,91.86,9,31
8661,18,3,109,50,83,10,92.44,53,5
8662,75,7,63,38,63,0,98.02,56,0
8663,21,5,160,22,4,9,78.72,56,25
8664,47,8,174,3,2,8,96.38,60,25
8665,9,8,103,7,91,0,89.26,18,30
8666,35,6,5,13,9,0,85.47,40,41
8667,83,3,133,29,90,8,89.55,53,0
8668,64,8,155,1,5,6,85.04,94,48
8669,53,4,209,13,46,6,74.43,67,49
8670,41,7,91,44,61,7,66.08,7,48
8671,50,8,228,28,48,0,60.22,78,7
8672,52,9,268,31,89,1,92.54,93,30
8673,42,8,127,47,82,7,71.64,1,1
8674,35,7,61,30,56,3,98.44,61,31
8675,93,6,142,38,8,9,76.2,72,13
8676,34,2,114,22,55,8,51.08,70,22
8677,77,6,239,10,67,0,91.42,61,38
8678,94,6,178,36,80,3,78.15,32,19
8679,100,7,212,22,26,0,84.27,44,37
8680,49,10,210,49,10,3,75.58,84,32
8681,45,2,176,48,23,2,73.18,89,45
8682,9,6,250,48,16,9,98.93,76,9
8683,18,2,71,41,50,2,65.67,52,7
8684,16,10,280,50,13,9,78.54,83,12
8685,75,2,64,23,94,0,73.3,82,33
8686,79,2,248,44,51,2,91.04,59,14
8687,82,7,107,15,43,0,79.73,15,47
8688,32,10,74,16,6,3,72.81,58,18
8689,91,4,119,6,24,8,85.26,18,3
8690,32,2,71,8,57,10,67.78,18,50
8691,15,9,88,22,22,2,68.21,45,17
8692,3,9,200,5,67,10,86.84,65,11
8693,95,3,256,5,67,0,61.66,56,28
8694,81,7,289,50,64,0,94.94,32,11
8695,42,2,47,17,14,0,91.12,24,24
8696,63,2,141,47,59,2,52.59,7,35
8697,58,7,25,33,60,3,96.05,89,43
8698,77,10,1,35,46,8,78.06,29,31
8699,93,3,85,35,88,3,84.93,76,5
8700,10,7,141,42,10,2,56.21,46,2
8701,94,10,55,16,19,1,71.72,57,11
8702,71,10,40,38,46,1,58.05,44,5
8703,37,2,62,34,12,8,62.42,71,34
8704,5,8,220,50,63,0,93.95,59,39
8705,53,10,115,32,27,3,73.44,34,4
8706,24,10,215,29,37,7,80.03,79,8
8707,95,1,18,8,65,3,61.74,26,46
8708,76,10,291,24,59,8,84.1,20,19
8709,39,9,118,42,30,5,76.83,81,46
8710,91,2,276,11,19,9,63.56,50,27
8711,99,2,300,42,72,8,69.94,82,18
8712,89,4,253,5,15,2,52.99,84,2
8713,7,1,230,30,81,1,76.74,78,4
8714,41,6,162,41,5,1,82.41,8,43
8715,47,9,60,8,36,2,98.56,69,19
8716,21,7,240,50,28,7,87.93,18,17
8717,47,6,154,2,32,8,59.33,85,23
8718,26,5,265,7,19,6,56.65,49,18
8719,52,4,267,39,42,9,60.73,45,5
8720,78,4,35,21,43,8,78.04,26,25
8721,37,10,186,14,69,9,64.01,74,43
8722,79,8,59,14,11,0,67.3,24,18
8723,24,2,29,45,51,6,89.22,53,30
8724,30,5,44,32,79,7,73.17,8,32
8725,30,5,103,45,73,9,55.15,85,41
8726,29,5,103,44,60,7,67.83,26,38
8727,38,4,26,48,8,9,76.66,10,0
8728,60,3,228,27,2,1,52.99,73,45
8729,17,6,30,25,28,8,99.45,86,18
8730,5,3,250,15,100,2,63.99,5,8
8731,89,2,291,39,17,0,83.59,85,2
8732,33,6,274,14,58,5,89.66,3,20
8733,3,1,262,16,77,1,72.0,28,38
8734,84,7,172,35,32,6,55.35,80,44
8735,11,2,172,26,31,6,59.15,6,27
8736,62,10,277,39,79,3,56.13,52,24
8737,10,7,175,4,51,7,68.55,32,49
8738,55,9,7,12,3,7,71.74,0,44
8739,24,2,108,6,41,4,91.66,40,19
8740,71,5,115,24,25,9,62.39,61,5
8741,76,1,104,9,31,8,55.7,82,42
8742,62,2,108,30,29,3,81.43,73,1
8743,16,10,103,18,83,2,96.34,86,45
8744,82,5,162,33,87,9,88.61,2,43
8745,64,6,62,44,44,2,68.76,94,4
8746,96,2,207,47,75,2,70.1,28,5
8747,30,10,131,41,45,10,57.84,32,14
8748,88,3,265,45,27,7,82.41,62,15
8749,40,9,272,18,73,4,76.92,74,34
8750,37,7,189,36,47,2,71.01,96,30
8751,67,8,158,11,82,8,74.09,12,12
8752,34,9,109,9,64,3,77.55,2,1
8753,63,2,149,48,12,0,75.88,97,2
8754,92,10,287,36,15,1,94.0,99,35
8755,9,8,268,26,86,9,81.88,81,30
8756,11,1,16,12,29,1,74.35,81,36
8757,31,9,148,45,15,4,56.19,17,19
8758,98,4,180,31,6,4,76.44,0,14
8759,7,8,62,6,19,9,92.25,70,9
8760,17,2,138,45,34,1,73.09,17,10
8761,19,8,277,11,78,5,88.44,0,45
8762,51,5,215,46,43,4,83.54,27,31
8763,47,5,248,15,8,3,68.89,56,48
8764,42,5,265,7,27,4,78.41,48,2
8765,64,10,280,3,90,0,83.21,30,38
8766,72,4,79,46,66,7,66.53,2,6
8767,18,10,76,31,79,10,78.75,22,3
8768,7,9,58,20,37,0,85.03,1,12
8769,15,8,27,23,9,1,76.29,10,6
8770,52,9,282,25,65,6,57.17,33,17
8771,50,10,249,21,49,4,90.07,11,33
8772,8,5,13,34,95,0,70.78,74,27
8773,57,5,286,46,17,5,77.71,41,16
8774,31,7,102,48,52,9,85.95,99,27
8775,13,2,11,16,34,7,88.67,46,28
8776,15,3,236,27,54,2,79.15,37,49
8777,72,8,110,14,27,7,89.26,81,45
8778,25,4,28,43,9,3,74.87,41,17
8779,28,8,224,8,61,6,59.36,41,46
8780,34,4,270,21,4,4,61.63,11,39
8781,51,9,131,23,10,1,94.9,20,42
8782,24,4,75,25,82,10,84.33,65,32
8783,81,6,14,20,33,2,67.38,97,4
8784,66,1,121,1,23,3,69.76,2,5
8785,56,6,155,41,88,4,82.82,0,26
8786,78,7,107,48,58,1,88.46,27,35
8787,90,4,111,12,98,6,65.77,18,26
8788,55,8,154,15,44,9,90.88,71,10
8789,63,3,78,43,32,1,94.09,53,34
8790,63,5,288,47,42,0,97.18,68,30
8791,98,3,297,43,91,10,59.9,32,36
8792,85,5,28,44,50,6,96.8,13,37
8793,77,10,277,11,71,5,80.62,66,26
8794,77,5,156,38,49,1,98.3,44,35
8795,82,4,108,43,87,7,54.73,12,22
8796,29,9,97,13,87,3,61.78,66,17
8797,75,2,211,43,20,5,83.14,62,41
8798,33,10,242,38,11,7,79.93,88,4
8799,40,5,4,19,2,0,51.47,20,12
8800,51,6,260,5,53,7,66.55,50,2
8801,29,1,121,28,45,9,61.53,92,13
8802,85,6,42,11,32,6,90.99,33,21
8803,69,5,257,27,80,6,61.59,22,16
8804,69,3,20,4,69,0,93.66,79,46
8805,71,5,73,36,29,9,73.69,11,28
8806,35,3,126,45,80,9,66.84,61,20
8807,79,5,165,48,52,5,81.21,63,48
8808,33,2,142,38,15,4,83.33,38,34
8809,94,7,235,27,65,10,84.13,35,0
8810,16,3,127,16,43,7,85.74,48,7
8811,38,6,145,11,37,10,95.48,34,27
8812,71,8,216,39,70,3,66.44,23,17
8813,70,6,27,1,57,3,81.35,100,29
8814,10,7,28,5,2,3,74.82,20,33
8815,25,10,163,11,28,2,72.14,84,42
8816,81,2,294,49,77,6,92.25,54,12
8817,99,4,188,2,78,3,52.37,13,7
8818,99,9,266,25,4,0,66.75,69,4
8819,77,10,92,20,6,4,56.94,79,6
8820,31,3,217,9,36,9,92.32,75,5
8821,34,8,37,7,50,10,64.96,97,2
8822,59,8,259,26,70,3,98.79,85,31
8823,6,5,139,19,24,9,82.49,32,41
8824,55,8,203,40,25,1,94.11,80,32
8825,79,2,150,39,28,8,58.82,66,50
8826,88,7,181,47,44,0,86.41,79,7
8827,33,7,251,46,20,3,51.02,61,12
8828,89,9,67,39,1,8,89.45,95,46
8829,56,3,72,46,53,6,68.87,5,23
8830,77,1,156,25,61,10,68.63,13,38
8831,16,5,234,37,52,4,64.87,4,30
8832,23,5,234,13,11,0,69.47,39,6
8833,81,3,240,12,34,4,90.42,40,3
8834,61,7,264,44,70,4,51.39,29,21
8835,36,5,9,6,42,8,80.86,100,9
8836,7,8,107,22,84,8,82.16,61,4
8837,11,5,203,12,48,8,83.67,58,38
8838,46,1,104,14,32,7,64.77,34,23
8839,50,3,150,19,30,5,65.48,79,17
8840,76,1,85,1,87,9,99.01,3,7
8841,43,5,74,41,83,0,67.24,85,37
8842,15,4,201,25,15,10,94.84,98,16
8843,49,7,213,36,27,4,50.39,21,50
8844,59,8,174,14,84,3,77.43,14,29
8845,49,3,82,30,75,4,58.64,71,46
8846,97,4,259,50,91,4,65.42,71,34
8847,82,6,285,5,18,2,70.14,45,16
8848,32,10,138,20,67,8,85.78,55,34
8849,26,10,128,27,90,9,63.53,35,6
8850,10,7,27,23,67,4,90.2,50,3
8851,13,10,125,34,13,2,52.48,43,24
8852,47,10,170,45,22,1,70.12,100,34
8853,66,2,7,40,60,5,74.5,18,22
8854,9,4,178,15,51,7,64.36,11,18
8855,18,3,295,21,83,8,51.08,60,32
8856,9,2,264,3,19,10,94.75,9,37
8857,66,5,196,44,64,10,52.99,68,33
8858,7,4,15,9,10,3,87.42,20,23
8859,23,5,174,11,50,8,92.84,38,26
8860,30,6,54,3,66,10,91.85,83,10
8861,45,2,187,20,7,2,65.59,19,34
8862,71,10,157,13,64,4,93.75,10,40
8863,43,5,292,48,3,6,61.76,56,46
8864,65,8,12,11,67,4,88.38,74,38
8865,14,2,85,8,13,9,94.29,63,28
8866,34,10,161,27,44,5,76.63,44,28
8867,56,5,19,4,20,7,66.72,44,0
8868,33,1,161,26,26,10,79.67,20,26
8869,99,7,68,7,59,9,54.33,13,22
8870,66,4,146,44,7,5,55.62,51,40
8871,72,4,72,24,5,10,64.77,34,10
8872,60,8,204,48,6,5,88.34,86,26
8873,83,2,236,18,82,3,99.15,34,22
8874,66,2,271,42,40,8,82.75,63,42
8875,11,7,190,46,11,1,64.31,95,12
8876,12,6,291,12,32,9,73.79,77,4
8877,68,9,143,50,3,8,57.64,14,41
8878,80,10,16,30,100,6,80.64,54,35
8879,42,10,161,44,99,4,97.16,16,37
8880,2,6,200,1,61,8,83.79,20,4
8881,62,10,45,19,15,3,70.7,55,1
8882,81,5,130,44,36,0,53.76,36,2
8883,62,1,242,46,89,6,61.23,50,42
8884,67,8,68,31,72,2,98.16,76,14
8885,97,2,41,44,53,4,50.25,4,25
8886,81,3,144,34,81,6,57.21,79,16
8887,69,8,123,26,54,8,73.85,19,28
8888,59,1,79,50,6,9,77.71,21,7
8889,66,3,86,20,85,3,84.65,90,11
8890,45,7,187,34,15,9,79.77,36,25
8891,62,8,64,15,6,0,62.93,63,1
8892,100,6,149,26,69,4,90.16,29,20
8893,81,1,93,7,90,8,74.36,51,17
8894,80,5,25,8,50,0,83.59,95,43
8895,32,8,54,19,48,9,78.93,45,49
8896,39,7,229,33,51,1,82.11,46,42
8897,48,9,170,48,78,2,92.44,32,39
8898,67,3,178,26,22,2,74.07,43,13
8899,19,8,298,13,15,4,60.29,51,23
8900,84,10,45,26,94,1,68.43,76,3
8901,48,9,96,6,90,2,76.25,90,46
8902,46,10,184,22,59,4,55.16,37,4
8903,8,3,247,43,40,10,88.1,98,47
8904,76,3,175,5,46,2,68.36,30,46
8905,20,6,274,8,36,1,63.05,94,39
8906,33,1,16,39,93,9,68.37,46,47
8907,99,8,150,33,69,1,56.95,54,25
8908,23,7,259,36,100,1,73.87,56,13
8909,49,2,263,2,15,0,96.96,23,8
8910,63,8,158,20,90,3,73.31,20,42
8911,17,6,124,9,17,1,65.7,2,28
8912,56,1,272,20,54,8,78.67,70,16
8913,65,6,289,18,7,7,90.13,23,18
8914,26,2,65,26,35,2,82.89,96,46
8915,4,3,280,32,26,1,57.74,78,19
8916,22,4,111,20,97,7,59.33,90,26
8917,86,6,158,42,54,2,81.42,92,47
8918,83,2,54,14,33,1,61.25,78,50
8919,5,6,108,35,53,4,71.35,72,16
8920,37,9,250,5,26,8,73.01,8,30
8921,92,6,2,33,54,4,59.32,13,28
8922,77,8,84,27,61,7,59.49,48,18
8923,79,9,295,18,34,0,83.14,13,42
8924,69,8,90,48,99,2,92.77,100,8
8925,9,6,183,28,48,7,65.17,70,11
8926,67,10,184,2,70,5,80.57,54,5
8927,58,4,170,3,36,10,77.59,58,24
8928,22,9,253,6,25,7,51.64,2,28
8929,1,3,142,22,35,5,56.4,7,11
8930,81,10,101,2,23,10,88.79,30,45
8931,51,5,180,36,96,2,54.93,88,0
8932,77,8,101,46,31,7,85.88,8,11
8933,69,3,201,16,74,8,83.11,35,46
8934,44,5,202,16,92,10,96.09,89,42
8935,94,7,155,48,100,10,65.58,54,31
8936,37,6,237,15,7,1,67.05,43,45
8937,34,3,117,26,83,10,86.14,68,4
8938,17,1,228,13,84,4,75.48,32,50
8939,4,4,109,50,27,4,80.75,90,38
8940,55,10,11,1,76,2,50.79,26,3
8941,58,7,265,43,14,7,55.85,63,36
8942,17,5,229,2,93,1,58.06,35,17
8943,97,1,3,32,90,1,89.27,91,24
8944,17,5,234,26,69,6,97.23,83,6
8945,12,3,284,31,81,9,58.26,27,15
8946,42,7,217,25,79,1,54.89,97,28
8947,21,4,242,14,97,1,85.92,27,33
8948,28,1,178,7,27,9,53.65,99,5
8949,8,10,239,40,32,7,76.81,67,31
8950,60,4,57,40,29,1,74.31,18,50
8951,56,4,184,1,22,10,88.04,82,24
8952,86,1,10,47,25,1,50.34,31,19
8953,94,6,103,39,52,7,68.21,23,50
8954,27,3,220,35,80,2,95.95,99,21
8955,29,8,118,20,7,5,75.4,21,18
8956,99,9,286,34,89,9,95.03,65,21
8957,20,10,209,3,23,1,66.85,41,39
8958,23,8,34,16,54,4,64.64,36,42
8959,14,7,40,16,14,0,79.74,98,40
8960,37,7,221,44,98,7,73.47,6,24
8961,78,7,46,13,30,6,98.43,27,10
8962,11,3,117,20,71,0,78.66,50,12
8963,45,5,42,24,54,10,71.13,80,35
8964,53,6,227,6,10,8,72.07,45,11
8965,13,7,187,7,80,3,85.2,89,23
8966,91,2,135,42,53,1,89.65,21,25
