Capital_id,Date_id,Employe_id,Service_id,Formation_id,Contrat_id,Effectif_total,Taux_turnover,Nb_recrutements,Taux_satisfaction_agent,Taux_absenteisme,Nb_formation
8383,42,218,2,37,4,154,9.94,16,63.21,13.39,2
8384,17,1,1,15,5,452,16.22,16,66.91,5.91,7
8385,24,110,3,38,1,328,12.32,6,62.74,4.51,5
8386,31,241,1,40,5,207,17.64,12,60.59,6.65,2
8387,4,262,1,18,1,407,10.13,9,81.6,9.91,2
8388,95,276,1,14,3,173,10.5,16,79.94,4.64,4
8389,94,223,2,1,4,491,5.47,14,73.93,0.19,2
8390,82,56,1,27,5,339,6.33,1,85.33,9.22,1
8391,37,19,1,8,3,427,6.47,20,66.69,14.15,9
8392,65,197,3,10,3,82,18.62,20,83.04,11.0,0
8393,5,264,1,10,2,367,11.47,4,87.09,6.57,9
8394,99,181,4,42,2,422,8.41,0,60.21,10.72,6
8395,67,233,5,39,4,80,11.06,17,80.24,8.02,7
8396,18,143,2,6,1,461,15.85,0,88.7,7.52,6
8397,4,130,5,40,5,376,13.68,11,92.81,8.75,4
8398,29,98,2,39,4,440,9.87,1,91.61,13.95,2
8399,87,280,3,21,4,363,12.16,0,92.83,5.22,9
8400,34,91,5,14,1,302,11.17,10,87.49,1.26,1
8401,55,129,3,21,1,336,4.75,10,88.47,5.09,0
8402,57,211,1,48,4,336,17.1,3,99.17,13.42,3
8403,2,191,5,35,4,418,19.73,0,93.01,2.03,1
8404,15,2,1,30,4,450,13.96,19,85.85,1.53,8
8405,59,12,4,7,4,413,12.43,13,96.06,14.08,5
8406,32,104,1,36,4,55,10.7,15,95.71,1.63,10
8407,33,234,3,50,2,351,7.37,19,90.77,6.67,9
8408,38,177,2,9,5,75,7.7,3,88.46,10.03,7
8409,62,294,4,14,5,475,10.79,0,71.35,14.87,4
8410,50,52,1,19,3,269,3.62,16,87.98,2.94,9
8411,40,63,4,17,2,362,5.51,8,66.76,1.99,10
8412,97,165,1,46,2,462,12.02,19,67.88,0.2,2
8413,50,290,1,17,5,114,9.99,14,61.52,14.14,3
8414,51,86,4,11,3,439,10.01,19,97.04,8.57,3
8415,73,297,4,21,1,407,8.59,19,97.89,7.28,6
8416,85,189,1,46,2,369,3.76,13,72.19,4.53,8
8417,23,115,1,18,4,301,2.23,9,71.59,0.42,9
8418,6,155,4,44,3,376,19.01,1,85.6,7.16,10
8419,27,139,2,23,5,179,3.49,5,69.16,8.51,1
8420,91,207,1,35,3,320,5.64,19,60.75,7.16,9
8421,24,159,2,26,4,376,13.11,16,65.59,11.94,0
8422,70,31,3,8,3,100,4.61,13,78.02,14.98,8
8423,48,191,5,13,2,274,2.03,15,93.16,3.19,8
8424,14,291,1,10,3,285,13.01,17,87.56,9.56,8
8425,12,127,2,15,1,360,14.02,18,96.22,7.14,5
8426,11,166,3,44,1,366,19.95,13,92.89,10.39,6
8427,73,158,1,24,3,325,14.16,14,60.47,11.43,2
8428,27,266,3,38,2,460,19.8,17,78.24,10.17,5
8429,40,167,4,45,3,61,11.14,5,76.53,1.71,5
8430,6,120,5,41,4,394,3.84,18,66.67,14.24,8
8431,94,102,4,6,3,333,16.1,16,89.58,11.55,10
8432,14,117,4,1,3,259,7.6,8,63.97,12.51,7
8433,33,171,3,29,3,238,8.58,9,96.0,13.23,10
8434,69,202,5,30,2,299,16.2,5,76.05,7.8,10
8435,56,183,1,17,4,487,13.16,15,99.09,9.94,10
8436,77,35,4,44,1,152,15.96,8,72.93,12.59,7
8437,60,141,5,10,5,327,11.98,15,96.74,4.98,6
8438,65,128,4,20,3,369,8.91,2,78.42,0.41,4
8439,45,287,1,15,3,82,5.82,7,98.69,7.05,3
8440,43,268,1,44,4,374,10.78,15,96.98,5.69,4
8441,36,294,1,9,3,133,13.65,16,60.95,3.96,4
8442,22,179,3,36,5,73,12.64,10,93.8,3.42,5
8443,17,166,4,35,3,51,4.49,10,84.35,1.21,9
8444,99,96,2,3,1,500,16.47,17,97.09,2.07,6
8445,46,229,2,14,2,80,14.07,20,61.71,5.02,6
8446,8,174,5,2,4,131,5.05,6,66.11,7.74,5
8447,43,30,5,32,3,357,2.35,2,62.39,5.82,4
8448,71,125,3,47,3,325,10.99,1,75.94,9.62,10
8449,60,247,1,47,3,265,13.25,18,87.37,5.45,6
8450,55,80,2,26,1,164,16.93,1,67.26,11.4,2
8451,24,81,2,3,5,382,1.11,8,98.44,14.4,9
8452,55,79,4,8,2,171,10.09,17,68.82,10.21,3
8453,8,97,3,7,4,341,4.91,0,68.65,5.11,6
8454,7,279,1,8,1,337,13.77,5,82.6,10.63,6
8455,28,203,2,20,2,480,1.11,17,84.3,13.48,5
8456,54,254,1,15,3,185,1.11,2,79.01,0.85,6
8457,3,15,1,20,5,428,2.76,3,99.96,5.12,2
8458,58,131,4,22,5,495,6.0,6,81.1,10.83,5
8459,3,144,1,34,5,178,9.85,15,96.57,7.21,5
8460,50,290,4,45,1,289,8.63,20,72.0,3.71,2
8461,41,282,3,33,4,254,8.95,9,88.06,3.1,9
8462,85,104,3,20,4,421,2.8,5,89.17,9.32,4
8463,88,235,2,23,3,320,6.71,10,66.97,10.06,1
8464,22,125,1,17,3,498,16.14,3,70.3,10.03,9
8465,14,234,5,37,2,299,13.27,4,99.04,14.86,0
8466,72,5,1,1,4,169,0.99,4,97.22,5.45,3
8467,50,61,5,11,4,293,17.41,5,65.83,10.7,3
8468,34,194,1,31,2,267,6.91,4,78.48,7.14,4
8469,100,216,2,27,4,402,6.49,4,90.0,4.99,1
8470,35,265,1,4,1,341,4.97,16,74.84,0.17,10
8471,95,254,2,34,3,166,11.24,3,84.81,1.62,6
8472,74,100,3,46,3,248,16.18,7,75.51,12.6,5
8473,98,260,1,30,1,136,4.45,19,72.75,11.8,4
8474,61,172,4,45,2,313,10.94,20,77.11,11.89,1
8475,16,71,2,3,4,137,7.8,14,84.02,6.09,10
8476,93,200,5,47,2,482,14.11,19,61.78,12.75,0
8477,72,247,4,17,5,57,18.92,11,75.0,7.19,4
8478,44,107,1,18,5,140,13.21,19,83.52,1.53,7
8479,21,23,2,34,2,286,14.23,5,64.15,12.41,10
8480,49,64,2,12,4,127,12.62,2,71.78,7.05,7
8481,23,84,3,46,5,267,18.45,7,87.59,11.66,1
8482,20,182,2,39,2,300,15.87,2,97.61,10.81,1
8483,70,225,3,47,2,388,15.55,17,70.81,5.22,5
8484,91,54,5,40,3,395,4.58,17,98.6,12.96,1
8485,61,30,1,5,1,359,2.31,2,64.6,9.57,4
8486,83,60,1,6,4,87,6.43,19,90.28,1.81,6
8487,62,236,4,44,2,80,15.73,0,76.28,9.14,8
8488,16,258,3,2,5,316,9.76,12,82.76,3.06,4
8489,52,136,2,47,5,315,12.91,12,79.28,4.49,7
8490,34,143,2,40,2,327,5.87,19,72.59,6.42,2
8491,9,165,3,34,5,254,6.67,10,60.04,13.03,7
8492,65,32,2,46,4,146,10.21,6,84.91,8.11,5
8493,79,220,5,2,3,281,18.19,14,74.12,10.16,7
8494,31,172,2,8,2,396,14.21,12,94.64,9.43,8
8495,88,52,4,48,4,155,1.77,8,62.87,11.75,3
8496,3,180,2,18,1,202,3.73,6,74.32,14.34,3
8497,16,204,3,8,4,258,10.18,16,95.32,14.42,8
8498,86,41,4,25,5,428,11.29,0,82.99,12.51,3
8499,90,54,3,19,2,139,8.13,1,83.0,1.74,2
8500,69,147,2,22,4,120,3.36,7,67.46,9.82,6
8501,87,207,2,45,4,132,8.22,19,96.08,7.29,4
8502,42,155,5,41,4,131,6.91,6,81.42,12.73,4
8503,5,294,4,33,5,131,18.11,0,63.64,1.94,7
8504,13,40,4,42,3,330,12.22,15,66.99,13.61,0
8505,11,230,1,30,2,83,7.65,18,76.63,12.27,9
8506,75,21,4,24,5,349,13.37,3,63.7,12.55,9
8507,89,293,3,37,1,242,6.56,14,64.93,5.82,7
8508,29,67,3,18,2,158,18.78,5,92.72,7.01,1
8509,14,93,5,19,3,251,6.95,8,74.53,10.5,0
8510,86,45,3,11,1,347,4.51,5,85.64,7.42,8
8511,24,58,4,26,3,77,17.18,8,82.96,6.38,9
8512,61,240,4,7,5,243,2.69,18,98.16,5.51,3
8513,43,78,1,33,3,301,18.04,3,80.17,11.69,7
8514,6,1,1,7,2,179,10.69,3,65.46,0.13,6
8515,18,258,5,28,5,221,9.38,13,97.33,11.95,2
8516,40,190,3,15,4,493,9.02,6,93.5,10.83,0
8517,3,289,4,27,3,472,14.11,5,90.88,10.0,6
8518,20,97,2,46,1,479,8.46,17,84.94,2.82,3
8519,58,239,5,31,3,328,9.9,8,79.66,10.0,2
8520,64,72,3,22,4,168,0.68,14,68.32,9.95,5
8521,90,79,1,39,3,336,1.16,5,78.91,0.5,4
8522,30,92,5,5,1,308,3.77,16,81.39,4.71,10
8523,77,150,3,35,5,162,9.2,12,69.01,3.25,6
8524,21,79,3,46,1,443,5.64,9,79.7,11.89,7
8525,3,41,1,10,1,426,4.23,20,97.38,10.14,6
8526,34,119,2,25,3,182,10.33,8,95.06,6.01,1
8527,11,286,3,27,3,315,8.21,16,87.84,9.16,10
8528,33,32,1,17,2,62,15.4,20,72.24,11.39,0
8529,93,258,2,27,3,491,13.69,8,88.22,9.71,7
8530,11,114,1,24,5,245,13.97,3,94.07,14.65,10
8531,29,75,2,44,1,478,5.46,9,72.76,6.92,7
8532,29,101,2,49,3,220,10.93,19,71.85,10.51,5
8533,34,233,3,45,1,427,0.55,10,69.92,11.52,4
8534,9,58,5,50,3,474,14.44,17,94.16,1.82,10
8535,88,261,3,18,1,483,14.46,9,73.49,8.31,7
8536,50,206,2,15,4,305,15.32,6,94.55,12.51,0
8537,78,38,1,13,2,231,15.86,12,92.96,9.11,7
8538,33,124,4,9,1,324,2.49,5,60.48,2.22,1
8539,83,216,1,26,3,289,8.52,6,62.84,11.31,6
8540,44,165,5,39,4,296,18.05,15,82.72,8.36,4
8541,100,49,1,33,3,435,16.53,9,76.52,3.51,9
8542,10,236,5,7,3,484,14.29,0,83.91,3.35,4
8543,82,262,5,41,5,498,3.55,14,65.78,4.62,4
8544,75,82,1,37,2,51,6.43,11,99.17,9.85,9
8545,37,72,4,19,2,202,8.17,3,71.57,1.04,6
8546,72,72,4,26,3,365,9.0,17,93.16,5.59,9
8547,83,44,5,39,5,130,16.92,17,82.2,15.0,0
8548,12,83,2,17,1,219,12.31,1,88.55,2.65,2
8549,51,119,5,22,4,357,0.29,17,70.25,12.7,4
8550,43,198,1,21,3,66,17.55,2,88.85,9.23,8
8551,17,157,1,48,2,208,8.6,17,60.85,4.24,6
8552,67,260,3,6,4,356,17.46,18,63.62,6.07,3
8553,34,295,3,17,1,196,7.78,19,82.57,3.01,8
8554,48,152,1,18,3,159,17.18,19,69.19,4.51,4
8555,30,73,1,16,3,81,11.0,11,77.59,6.7,1
8556,56,158,3,18,4,86,8.88,19,90.14,7.5,7
8557,9,68,1,7,2,117,17.89,10,98.15,5.03,0
8558,98,190,4,33,3,139,17.55,3,79.26,3.61,2
8559,95,267,1,19,4,230,7.84,14,70.91,3.15,6
8560,46,29,1,20,2,299,6.93,7,62.21,0.7,9
8561,1,64,4,38,2,407,6.69,19,60.8,9.3,5
8562,28,51,2,22,1,223,12.15,5,76.06,6.97,4
8563,47,66,2,11,4,405,11.6,7,60.3,7.06,2
8564,93,269,4,16,1,205,7.85,5,92.36,4.79,8
8565,68,52,4,49,5,424,11.83,1,93.78,14.46,5
8566,7,229,4,24,4,384,9.95,4,63.56,11.51,3
8567,69,235,1,38,2,181,8.04,14,96.42,11.76,2
8568,25,3,5,29,5,203,15.08,18,60.58,12.09,9
8569,56,217,5,41,4,84,0.96,10,97.66,9.56,5
8570,46,137,2,41,2,248,16.32,4,88.2,13.64,2
8571,37,224,3,4,1,170,14.63,9,61.94,1.23,4
8572,14,1,1,39,1,124,10.43,11,62.89,0.6,5
8573,22,96,4,39,1,218,11.6,8,88.89,3.71,10
8574,41,219,1,19,5,244,6.83,7,70.84,4.78,4
8575,82,77,4,5,3,54,8.49,13,81.35,13.46,3
8576,57,43,1,16,1,398,19.08,20,84.13,4.17,5
8577,85,95,3,36,2,279,4.03,9,65.25,11.91,8
8578,37,223,1,11,2,253,7.5,8,73.06,0.2,1
8579,98,112,1,50,2,500,4.53,9,93.9,10.23,10
8580,51,272,3,12,2,265,17.04,7,88.44,9.27,6
8581,57,239,4,32,1,449,11.65,16,76.17,10.01,7
8582,7,185,2,35,2,119,7.25,7,67.33,8.55,9
8583,35,131,1,18,4,294,14.04,1,75.01,3.81,6
8584,84,19,1,41,4,179,9.06,4,63.06,14.26,0
8585,44,145,1,41,5,215,5.61,17,95.81,13.55,7
8586,12,238,3,10,3,211,4.57,7,78.45,9.12,8
8587,7,162,2,35,1,205,4.34,2,67.0,2.28,9
8588,89,290,2,48,3,140,0.75,10,61.08,1.27,6
8589,57,196,2,50,3,367,0.21,14,90.19,2.78,8
8590,36,199,5,19,3,337,4.36,5,76.09,3.33,0
8591,74,88,2,23,1,233,11.0,4,83.84,3.87,4
8592,69,104,4,22,1,462,9.12,14,91.98,13.93,5
8593,17,203,5,14,4,359,6.19,12,69.7,11.59,10
8594,55,104,3,23,2,434,9.04,14,78.02,8.49,3
8595,29,95,2,39,1,170,2.74,16,66.09,4.08,0
8596,43,161,3,43,2,481,12.5,14,89.9,4.29,9
8597,88,157,1,10,1,316,16.92,12,88.01,2.37,4
8598,96,58,3,23,4,467,8.58,5,74.06,7.53,0
8599,76,299,2,34,2,185,13.84,8,93.26,8.95,1
8600,69,135,3,22,4,298,13.3,17,79.55,7.1,5
8601,60,271,2,16,3,228,18.4,12,74.15,0.86,4
8602,96,244,2,13,5,160,0.64,6,92.03,1.44,9
8603,20,262,2,40,2,162,3.5,17,79.49,12.72,10
8604,4,196,1,29,2,287,18.92,12,90.99,3.35,5
8605,71,4,1,37,5,130,17.86,18,60.55,14.08,5
8606,98,210,5,24,5,130,0.09,10,75.7,3.17,7
8607,72,5,5,26,4,176,16.52,14,75.12,11.78,10
8608,77,151,1,50,4,56,5.68,4,80.35,4.91,6
8609,19,140,1,33,2,181,0.57,16,66.61,3.57,3
8610,27,198,2,21,1,460,9.04,12,62.38,2.61,6
8611,75,212,5,34,1,158,1.32,20,63.91,5.3,10
8612,66,47,1,24,5,145,19.65,14,72.32,8.56,7
8613,89,66,5,3,2,414,16.13,4,91.92,14.44,7
8614,12,292,5,14,1,173,16.21,4,69.8,8.96,0
8615,5,45,1,5,3,58,8.69,1,73.48,13.14,8
8616,73,276,4,41,2,404,13.36,18,72.39,1.13,6
8617,55,173,2,28,3,178,5.07,4,71.23,10.44,5
8618,4,77,2,22,1,205,7.63,3,76.28,8.56,4
8619,7,165,3,40,2,171,15.48,10,74.88,3.03,8
8620,84,266,4,40,2,460,18.42,16,86.61,11.55,7
8621,83,246,5,17,4,122,12.82,3,60.22,6.34,9
8622,60,190,4,12,4,371,13.41,11,92.57,8.96,9
8623,39,171,4,22,4,435,7.78,14,97.11,5.07,6
8624,53,143,5,29,2,217,9.9,1,62.32,13.24,3
8625,98,259,3,50,2,92,12.78,9,63.7,2.74,9
8626,2,57,1,13,3,317,17.56,20,78.1,1.96,7
8627,92,104,5,25,1,299,3.67,10,77.27,2.46,0
8628,88,206,3,15,3,329,15.58,15,67.3,10.81,10
8629,69,59,2,27,2,50,2.47,11,79.13,13.25,4
8630,57,142,1,7,3,217,4.03,11,62.75,12.89,8
8631,49,269,1,31,2,298,16.96,1,69.46,13.57,7
8632,97,202,2,6,2,467,9.96,14,66.25,12.83,5
8633,39,9,4,38,5,496,13.01,3,92.23,3.23,8
8634,21,81,3,24,1,388,9.1,12,97.91,13.13,7
8635,98,15,3,11,2,161,18.04,7,91.13,12.39,0
8636,40,236,2,43,1,188,17.72,7,79.58,0.51,2
8637,44,260,5,17,4,355,17.88,7,78.43,0.12,4
8638,1,241,4,29,2,317,14.19,5,96.89,12.63,3
8639,2,177,5,6,1,88,10.81,4,74.27,8.73,4
8640,77,39,3,20,5,100,6.91,5,76.72,1.06,3
8641,86,297,2,23,5,383,3.8,3,85.57,11.22,2
8642,71,167,2,30,2,53,7.11,8,79.56,6.58,8
8643,43,271,2,27,2,315,18.85,5,82.04,4.42,0
8644,82,5,1,44,5,217,18.51,8,91.51,9.02,8
8645,33,31,4,13,2,348,2.45,4,85.13,11.92,7
8646,19,70,5,16,3,420,4.76,6,94.5,9.65,7
8647,14,32,3,37,1,337,7.32,12,94.6,5.91,3
8648,77,130,1,20,1,127,9.24,11,94.1,1.06,9
8649,64,8,3,9,5,477,3.95,5,84.83,14.37,8
8650,61,215,4,3,5,397,1.96,1,96.63,0.16,4
8651,79,148,3,11,2,427,1.1,7,79.71,5.5,0
8652,42,67,4,31,5,292,6.11,14,83.7,0.58,4
8653,81,224,5,33,4,436,6.48,15,67.3,1.38,3
8654,60,55,3,30,4,482,7.18,2,88.67,12.85,1
8655,89,100,1,25,3,91,14.31,2,94.09,14.11,9
8656,85,181,2,30,4,335,5.03,14,79.95,13.38,6
8657,47,255,1,5,5,110,14.25,18,62.9,12.97,3
8658,61,34,5,40,4,320,16.5,17,60.57,14.59,7
8659,26,205,4,18,3,444,7.35,20,95.45,6.68,9
8660,55,253,3,34,4,195,12.09,13,71.26,2.2,10
8661,83,171,4,46,5,206,2.13,7,86.4,0.62,1
8662,42,222,3,15,4,358,13.8,0,77.02,8.25,5
8663,22,116,2,27,2,374,0.89,4,97.81,10.5,1
8664,51,263,4,50,3,91,14.37,14,79.76,11.46,10
8665,55,99,3,37,2,288,11.55,9,64.84,12.98,4
8666,14,157,2,50,4,111,0.25,8,61.29,10.87,4
8667,91,140,4,28,3,106,15.74,5,73.88,12.23,1
8668,11,227,5,19,1,103,5.05,7,67.9,2.37,2
8669,60,142,5,27,2,95,16.79,14,75.13,3.92,0
8670,8,233,4,48,4,171,0.52,9,82.71,7.41,10
8671,75,171,1,3,1,432,2.06,15,77.35,14.31,4
8672,94,286,4,9,3,87,12.18,10,63.95,12.4,8
8673,28,196,5,10,4,241,17.76,9,68.05,8.67,2
8674,24,82,2,12,1,126,13.45,13,73.53,10.1,8
8675,94,204,5,38,3,241,4.25,20,98.94,14.24,2
8676,62,152,5,43,3,497,3.49,3,91.74,9.15,0
8677,62,148,3,12,2,272,19.26,17,60.58,5.33,7
8678,34,3,2,16,3,409,6.09,3,86.07,5.84,4
8679,18,73,2,34,2,299,14.3,0,98.2,5.02,5
8680,92,65,4,14,1,390,19.07,12,73.42,10.61,4
8681,76,261,1,40,4,473,8.37,18,78.43,12.67,1
8682,71,240,1,43,4,482,6.22,9,73.6,8.64,9
8683,34,31,1,46,2,225,1.29,18,74.71,13.19,10
8684,68,129,2,6,5,141,15.26,6,88.67,8.06,0
8685,49,142,4,13,4,53,5.52,9,67.75,11.79,7
8686,46,193,5,8,3,363,7.67,6,86.38,7.49,7
8687,35,12,1,31,1,204,8.21,17,63.16,4.5,6
8688,18,158,5,50,2,126,16.73,12,66.51,12.12,3
8689,82,110,3,35,4,246,7.41,13,87.14,0.22,7
8690,4,170,5,41,3,82,15.13,13,61.63,4.66,6
8691,37,277,4,43,4,189,2.32,6,81.31,11.13,8
8692,98,284,3,46,3,403,14.66,7,94.48,13.01,10
8693,23,274,5,34,5,421,12.6,0,62.72,4.89,4
8694,47,291,3,8,2,127,2.82,12,83.84,3.92,7
8695,10,265,1,44,2,312,7.87,2,83.14,4.1,0
8696,37,186,5,44,2,314,2.92,1,61.22,7.07,8
8697,96,25,2,11,5,81,1.29,9,83.56,8.66,6
8698,28,110,4,33,5,162,16.77,13,86.59,14.67,0
8699,20,72,2,16,5,389,11.22,1,77.92,12.53,6
8700,82,31,2,47,2,334,10.77,10,98.53,6.91,8
8701,16,149,3,36,3,187,18.75,7,85.82,3.2,2
8702,78,63,4,34,1,452,8.8,2,74.86,10.78,8
8703,75,210,4,13,5,59,1.24,9,63.26,7.71,7
8704,93,153,1,45,5,469,1.2,0,92.62,0.95,5
8705,75,266,4,30,1,456,15.52,9,77.68,3.47,10
8706,74,10,2,14,1,82,5.96,6,89.03,2.65,2
8707,100,178,1,28,5,464,12.56,12,61.08,14.25,10
8708,8,169,3,5,4,202,9.9,11,70.1,10.61,9
8709,16,279,5,43,4,158,9.12,15,99.0,5.13,9
8710,34,283,2,12,4,125,18.75,16,90.0,7.96,4
8711,27,95,4,33,4,213,11.55,4,67.05,7.98,4
8712,38,156,1,12,3,173,0.82,14,65.01,6.81,3
8713,79,110,3,34,4,448,12.17,12,92.46,6.83,10
8714,71,66,4,12,1,390,16.56,12,75.11,5.46,7
8715,81,58,5,3,5,343,5.91,13,63.42,9.87,7
8716,61,120,3,3,4,327,9.9,20,89.53,11.12,4
8717,73,276,1,8,3,249,2.66,18,64.24,1.5,8
8718,49,103,3,15,3,257,16.23,7,63.95,7.0,7
8719,88,89,1,41,4,149,11.75,12,90.3,2.01,5
8720,28,276,2,4,1,496,13.94,1,80.62,11.64,5
8721,29,40,1,8,4,444,15.87,8,93.46,4.28,1
8722,66,298,1,26,5,216,18.21,19,90.27,8.14,10
8723,42,266,4,42,1,252,18.52,20,65.31,7.25,3
8724,23,284,5,8,1,108,17.07,10,90.16,7.65,0
8725,34,121,1,9,1,402,14.22,11,88.48,11.64,2
8726,74,46,2,48,1,263,5.24,15,70.74,11.27,9
8727,37,251,3,46,2,241,7.12,14,92.12,7.56,2
8728,72,153,3,14,5,264,6.87,1,77.67,2.39,9
8729,79,255,1,40,1,122,7.31,20,74.97,12.24,5
8730,88,41,2,49,2,62,17.31,12,94.09,9.46,6
8731,43,272,1,8,2,112,17.61,2,73.89,11.06,10
8732,31,281,1,39,5,234,9.4,0,81.6,14.94,3
8733,92,2,3,39,2,459,12.86,12,94.66,13.32,7
8734,40,60,1,18,3,378,8.91,12,62.1,10.18,5
8735,40,75,2,21,5,134,11.3,20,63.19,1.06,0
8736,5,218,2,45,2,326,0.02,4,65.64,7.45,6
8737,78,16,5,33,4,111,5.37,16,97.17,7.93,8
8738,37,72,4,26,3,135,3.22,12,77.02,1.98,3
8739,77,11,4,26,4,397,17.66,17,90.81,8.5,9
8740,99,36,4,35,3,302,5.83,14,69.4,4.66,6
8741,59,52,3,2,3,162,5.63,9,66.46,5.62,1
8742,21,10,2,47,2,300,14.47,18,60.41,3.87,3
8743,12,78,1,41,1,223,18.5,3,76.6,10.43,2
8744,91,117,5,16,5,209,18.62,3,63.21,10.23,2
8745,92,20,2,28,3,395,10.38,5,98.48,8.34,1
8746,41,282,5,8,5,353,19.25,9,63.06,0.83,4
8747,52,268,5,3,2,282,11.82,9,94.57,3.8,1
8748,39,67,2,13,2,241,2.63,4,85.76,13.3,1
8749,50,34,2,11,4,335,7.44,5,60.02,9.01,7
8750,76,86,3,37,5,333,0.92,18,94.43,3.04,8
8751,72,269,4,5,1,440,3.25,14,90.96,8.26,5
8752,75,294,2,8,4,319,15.17,3,67.9,12.86,4
8753,68,78,3,38,5,303,13.25,9,77.85,14.93,0
8754,68,147,3,45,4,84,1.06,6,64.83,8.49,2
8755,19,293,5,23,2,248,14.11,5,97.42,7.27,9
8756,2,279,5,25,3,463,17.46,8,88.75,12.01,0
8757,6,250,3,48,2,456,11.5,8,66.04,4.25,4
8758,15,72,5,46,3,135,18.19,19,62.67,11.75,10
8759,6,241,3,39,5,440,5.87,7,88.59,4.05,5
8760,24,263,1,26,3,306,10.97,10,67.68,11.14,10
8761,99,249,4,20,5,140,19.96,2,92.37,9.06,10
8762,91,23,3,33,5,482,16.18,20,97.01,4.65,0
8763,92,59,1,14,1,397,14.68,4,91.21,2.72,7
8764,68,282,1,6,2,111,18.12,11,80.73,8.12,6
8765,29,4,2,5,5,219,18.52,14,74.13,7.86,3
8766,28,227,3,25,3,383,11.32,11,77.19,10.98,8
8767,29,164,5,26,1,136,18.51,17,95.04,5.47,7
8768,17,167,3,20,1,373,3.44,7,82.04,10.83,8
8769,32,249,5,12,5,373,5.63,9,85.33,8.36,7
8770,53,179,5,14,1,398,14.92,17,65.5,1.95,1
8771,10,270,5,21,5,146,7.36,0,87.11,14.51,0
8772,59,269,2,41,1,372,11.27,7,78.2,13.79,7
8773,49,137,4,7,4,126,9.53,7,78.64,12.69,2
8774,40,224,1,16,1,427,15.57,20,77.67,4.76,7
8775,80,182,2,27,1,369,14.14,17,84.97,9.98,0
8776,35,10,5,13,2,433,15.61,1,70.85,2.62,3
8777,30,28,2,30,2,92,17.84,12,70.57,3.34,0
8778,19,175,3,16,3,89,8.19,12,81.64,10.88,10
8779,86,93,4,2,4,181,15.26,18,67.12,6.24,3
8780,63,297,3,9,5,193,13.01,16,85.5,7.79,8
8781,79,222,4,25,3,456,7.92,12,74.9,4.02,7
8782,82,99,5,39,5,134,0.32,14,90.75,5.18,7
8783,31,49,5,13,5,202,18.91,1,69.0,8.92,9
8784,45,257,4,1,1,91,19.18,18,76.01,8.89,8
8785,69,89,4,12,2,223,2.49,4,67.34,5.17,8
8786,26,47,4,20,3,250,11.3,11,97.21,1.68,10
8787,85,247,4,4,3,74,0.07,11,91.78,13.21,0
8788,14,197,2,40,3,202,5.06,10,74.24,9.14,10
8789,82,247,2,35,1,284,9.67,6,67.79,10.61,4
8790,99,211,1,10,3,254,13.85,4,71.53,8.8,2
8791,62,21,3,8,3,475,8.81,7,73.17,7.66,7
8792,12,238,2,7,3,61,0.33,2,84.75,3.5,9
8793,39,51,1,50,4,465,19.77,4,98.87,5.56,1
8794,58,276,2,42,3,347,13.9,1,75.96,13.41,5
8795,28,194,1,28,3,198,3.87,16,71.34,3.66,1
8796,64,197,3,14,4,414,4.1,19,96.51,10.63,8
8797,20,17,3,2,1,287,6.01,2,77.8,1.28,9
8798,21,95,3,46,4,296,5.3,10,79.8,13.26,8
8799,21,180,1,35,3,212,1.01,6,92.58,3.02,7
8800,59,101,1,27,3,310,17.2,4,81.78,5.3,4
8801,51,145,3,29,2,410,7.82,20,88.34,14.08,2
8802,80,158,3,15,2,290,14.08,5,64.79,9.86,1
8803,33,122,5,15,3,128,18.95,2,92.5,5.96,10
8804,12,158,1,32,2,396,13.83,9,67.95,3.09,2
8805,91,34,1,5,2,183,10.86,11,72.12,3.4,6
8806,56,209,4,40,1,475,0.43,16,62.13,12.38,7
8807,71,274,1,7,1,169,15.46,18,98.65,5.34,1
8808,45,137,3,20,3,81,13.36,10,77.12,9.44,3
8809,48,295,4,41,1,72,8.03,15,60.3,10.84,2
8810,16,270,3,19,3,474,8.2,12,73.5,12.63,7
8811,86,197,1,15,5,268,19.83,10,95.36,10.26,3
8812,71,267,5,31,3,331,10.91,15,78.9,3.72,4
8813,76,135,1,20,5,213,1.41,0,72.96,5.03,1
8814,46,123,1,23,4,346,12.79,16,78.49,13.48,10
8815,7,175,3,19,5,399,18.54,0,86.37,1.58,10
8816,61,256,3,37,2,426,17.32,4,73.64,7.97,6
8817,11,119,5,24,1,106,19.1,19,83.6,12.43,1
8818,66,54,5,36,2,127,5.64,16,71.72,5.48,3
8819,99,163,3,2,1,350,10.86,1,81.46,14.1,5
8820,77,113,5,10,1,139,19.91,3,75.67,6.45,4
8821,12,145,2,3,3,251,6.22,2,90.91,1.98,7
8822,94,109,5,45,3,77,0.5,3,91.93,6.93,10
8823,61,93,2,41,5,92,2.86,1,60.46,4.33,0
8824,74,291,5,47,4,67,15.69,9,95.63,9.5,10
8825,30,230,2,34,2,88,18.63,5,97.93,3.21,6
8826,18,252,5,14,1,252,11.56,18,63.72,11.67,8
8827,31,110,1,12,3,443,10.88,0,78.89,10.47,0
8828,69,137,5,28,1,219,1.21,18,72.88,7.1,0
8829,11,76,4,27,3,461,1.58,19,81.4,4.54,3
8830,90,164,5,14,2,212,19.33,11,80.63,5.8,6
