Production_id,Date_id,Journaliste_id,Media_id,Thematique_id,NB_Depeches_publiées,NB_articles_multilingues,Taux_respect_délais,Nb_photos_vidéos_produites,Taux_publication_conjointe,Nb_erreurs_corrigées,Nb_relecture
8464,11,15,5,3,10,0,82.98,1,0.82,3,0
8465,9,1,7,13,7,0,86.93,1,0.2,2,1
8466,89,9,3,11,4,3,69.39,8,0.27,0,1
8467,16,15,8,4,5,5,68.6,0,0.59,2,1
8468,39,13,2,7,7,5,70.93,5,0.35,0,4
8469,97,11,4,3,3,3,82.67,2,0.32,3,5
8470,9,6,6,14,9,0,63.91,7,0.3,0,0
8471,90,7,7,2,2,5,74.08,6,0.41,2,4
8472,21,3,2,10,3,3,93.21,7,0.12,1,3
8473,72,5,4,7,4,2,63.91,3,0.58,0,2
8474,3,4,8,16,4,5,80.19,8,0.32,3,2
8475,26,16,6,5,6,0,64.5,2,0.55,0,0
8476,44,20,8,9,1,1,88.51,8,0.25,1,0
8477,61,16,6,4,8,4,82.71,2,0.17,0,0
8478,54,8,5,9,7,5,71.4,8,0.21,0,0
8479,19,11,9,2,7,2,75.32,6,0.77,0,2
8480,5,18,11,14,6,0,84.06,7,0.08,3,1
8481,19,10,6,14,2,0,61.52,8,0.23,3,4
8482,85,18,6,13,4,5,97.37,5,0.98,3,3
8483,37,19,8,13,2,2,94.26,6,0.7,1,4
8484,25,19,10,3,2,0,93.46,0,0.67,0,0
8485,82,4,8,6,9,3,77.03,5,0.3,0,5
8486,59,12,8,5,10,0,66.66,1,0.75,1,0
8487,60,8,4,6,2,1,64.07,4,0.64,2,0
8488,100,16,6,8,2,2,63.05,3,0.14,3,1
8489,48,5,8,14,5,2,76.7,6,0.23,2,1
8490,32,20,9,11,7,3,72.05,5,0.36,0,3
8491,15,18,3,14,3,4,67.71,0,0.71,2,5
8492,42,1,10,2,7,2,70.32,8,0.89,2,2
8493,19,14,5,5,3,0,95.99,1,0.57,2,2
8494,7,13,5,5,5,3,84.06,2,0.97,3,0
8495,36,12,7,16,7,2,60.9,7,0.26,0,4
8496,99,10,6,5,3,3,99.88,6,0.71,2,3
8497,95,11,8,13,3,1,66.59,3,0.08,0,1
8498,93,19,3,7,6,4,68.16,1,1.0,0,2
8499,72,19,6,3,4,1,67.05,6,0.09,1,1
8500,67,16,11,5,9,5,87.11,0,0.57,2,4
8501,84,20,2,3,2,3,88.23,8,0.87,0,3
8502,39,16,8,13,9,0,95.23,7,0.99,0,1
8503,90,10,10,13,5,3,82.4,3,0.07,2,3
8504,92,20,2,14,7,3,67.97,1,0.88,2,2
8505,43,19,11,7,7,4,96.41,1,0.2,3,5
8506,85,1,2,13,3,1,65.64,8,0.27,2,1
8507,100,12,9,3,6,1,78.3,0,0.15,0,4
8508,19,10,7,5,5,1,80.37,5,0.77,3,1
8509,42,10,9,15,8,5,85.34,0,0.59,1,0
8510,81,1,2,11,7,4,90.01,4,0.36,2,0
8511,20,15,5,7,7,5,80.95,6,0.51,2,0
8512,36,6,9,11,10,1,93.53,4,0.86,1,5
8513,47,8,3,4,9,5,95.11,7,0.57,1,5
8514,96,5,10,14,1,5,81.7,6,0.44,0,3
8515,20,8,3,10,4,3,75.66,3,0.56,0,0
8516,71,10,9,2,6,0,98.65,5,0.12,2,1
8517,88,18,5,6,2,2,64.91,5,0.9,1,2
8518,87,11,9,11,9,5,68.97,3,0.4,3,5
8519,80,2,10,6,10,2,81.2,5,0.85,3,0
8520,35,6,5,9,8,1,92.95,3,0.97,2,2
8521,6,4,3,10,8,2,68.91,2,0.95,1,5
8522,51,18,4,5,5,0,60.47,2,0.69,3,3
8523,64,15,9,11,6,4,75.76,0,0.77,0,1
8524,38,2,4,13,7,5,62.09,1,0.54,1,1
8525,93,3,5,3,5,1,94.53,6,0.22,3,3
8526,9,17,5,2,5,1,79.9,1,0.43,3,4
8527,30,12,4,2,7,2,88.64,4,0.78,0,4
8528,36,6,10,8,10,3,99.52,6,0.86,3,3
8529,76,6,3,15,3,4,89.87,1,0.58,2,3
8530,24,3,4,16,8,0,73.04,2,0.05,1,0
8531,66,6,5,13,7,4,69.06,2,0.21,1,4
8532,78,14,9,7,9,2,80.96,6,0.4,0,5
8533,77,2,3,15,6,2,93.11,0,0.45,1,3
8534,21,13,9,4,6,0,94.25,8,0.72,0,5
8535,25,13,3,7,7,0,87.39,2,0.03,0,3
8536,76,7,9,13,10,4,78.18,6,0.52,3,2
8537,86,9,7,7,10,3,72.33,6,0.4,1,0
8538,2,16,11,8,4,5,85.86,0,0.02,2,0
8539,79,19,8,7,7,4,74.77,2,0.87,2,0
8540,59,18,10,4,7,4,74.86,0,0.71,2,4
8541,63,7,6,11,3,3,95.11,0,0.87,3,1
8542,6,1,2,7,7,0,80.54,2,0.47,1,5
8543,38,11,8,15,10,1,96.99,5,0.72,0,3
8544,81,6,11,14,10,1,97.7,0,0.54,2,4
8545,98,18,4,12,9,4,87.56,3,0.99,2,5
8546,8,9,8,4,7,0,83.58,8,0.3,2,3
8547,2,9,10,6,1,0,98.79,6,0.57,1,3
8548,84,4,7,6,1,4,66.05,5,0.96,2,1
8549,46,10,9,10,6,5,78.76,2,0.25,3,3
8550,94,6,8,16,8,1,80.55,6,0.1,0,3
8551,2,13,3,14,9,4,98.7,5,0.64,1,2
8552,45,6,3,8,1,3,76.23,3,0.9,0,4
8553,56,4,5,5,6,5,74.34,5,0.93,3,1
8554,93,1,9,5,6,4,77.67,6,0.72,0,1
8555,72,5,2,11,5,1,70.83,4,0.38,2,4
8556,80,10,7,10,8,5,86.52,8,0.04,1,4
8557,16,7,11,12,2,5,78.81,4,0.36,2,3
8558,63,4,3,3,8,0,65.32,7,0.26,2,1
8559,78,15,10,16,1,4,80.12,0,0.54,3,2
8560,40,8,9,11,10,4,60.09,7,0.28,2,1
8561,84,5,3,13,10,0,80.24,7,0.29,3,1
8562,70,9,9,6,7,2,69.92,3,0.77,2,2
8563,38,11,10,8,8,0,97.6,5,0.11,2,0
8564,80,9,2,13,7,3,65.11,6,0.9,3,0
8565,50,5,8,14,10,3,64.96,8,0.29,0,3
8566,29,5,2,15,1,0,72.92,4,0.97,2,5
8567,29,8,5,15,6,2,79.45,6,0.58,3,4
8568,40,4,5,11,2,5,61.54,6,0.23,1,4
8569,5,2,4,16,3,3,64.78,2,0.72,2,0
8570,44,16,4,10,8,3,75.28,6,0.67,3,3
8571,88,16,2,14,3,4,90.05,6,0.39,0,2
8572,76,19,2,14,7,1,76.27,4,0.05,0,1
8573,73,1,6,2,8,0,86.68,5,0.29,3,0
8574,52,20,8,12,4,4,98.79,5,0.61,3,5
8575,83,15,6,6,2,1,78.56,2,0.06,3,1
8576,7,3,11,5,7,2,70.73,6,0.63,3,4
8577,52,17,5,2,8,5,88.41,4,0.78,1,0
8578,7,11,9,5,7,2,85.22,5,0.42,3,1
8579,88,15,5,8,2,2,90.87,0,0.65,1,5
8580,57,19,3,2,3,1,60.86,2,0.55,1,2
8581,60,13,8,2,1,5,92.13,0,0.37,0,2
8582,19,4,3,3,2,0,65.64,6,0.75,2,4
8583,16,14,3,13,2,2,87.49,0,0.02,2,3
8584,18,4,8,13,9,3,92.57,3,0.06,0,0
8585,49,15,9,3,2,3,86.44,3,0.89,3,3
8586,11,18,11,2,2,0,75.84,6,0.56,0,2
8587,42,19,2,16,5,0,79.45,2,0.86,1,2
8588,28,11,7,6,1,0,74.23,7,0.21,2,4
8589,77,13,10,7,2,2,94.57,6,0.83,3,0
8590,26,20,3,4,8,5,64.27,4,0.31,0,5
8591,45,7,11,6,9,5,82.11,0,0.53,2,2
8592,46,7,10,4,1,1,68.79,0,0.48,1,3
8593,46,17,4,15,8,3,78.2,3,0.55,1,2
8594,63,13,4,13,1,4,84.3,2,0.85,0,0
8595,48,16,11,15,3,0,79.78,1,0.57,1,3
8596,51,13,10,13,7,2,90.39,6,0.31,2,4
8597,40,8,2,6,10,4,79.23,2,0.51,0,0
8598,74,11,2,4,2,0,63.31,1,0.38,0,0
8599,46,16,4,2,8,3,77.07,8,0.18,0,3
8600,34,20,8,9,7,0,83.29,1,0.95,0,5
8601,75,9,2,14,5,1,95.71,6,0.3,3,2
8602,87,7,8,5,4,3,93.73,7,0.01,1,5
8603,46,17,6,15,4,3,84.09,5,0.3,2,0
8604,78,15,5,3,10,1,85.22,1,0.71,0,2
8605,1,12,7,15,2,2,94.91,8,0.58,0,0
8606,14,7,2,6,1,5,94.3,5,0.74,0,3
8607,1,20,7,16,5,2,82.47,7,0.44,2,2
8608,66,2,11,15,4,0,77.65,3,0.81,0,3
8609,4,14,4,9,7,1,70.86,7,0.34,3,3
8610,61,10,7,12,8,4,71.5,3,0.44,1,4
8611,96,7,8,15,7,4,68.4,7,0.28,2,5
8612,15,15,11,2,9,2,81.61,3,0.58,2,3
8613,16,7,11,9,10,5,75.67,2,0.16,0,5
8614,32,14,8,14,4,5,71.9,4,0.04,0,3
8615,28,6,8,11,3,5,72.54,5,0.05,0,4
8616,3,18,5,8,8,0,76.19,7,0.57,2,0
8617,52,19,3,6,8,5,93.28,3,0.78,3,5
8618,72,16,11,12,2,5,97.46,8,0.87,0,2
8619,2,5,4,16,5,0,69.8,5,0.66,3,4
8620,60,17,5,14,10,3,69.48,0,0.5,0,0
8621,23,5,5,4,2,0,91.88,6,0.61,0,4
8622,46,19,10,12,1,3,98.63,0,0.0,0,2
8623,72,19,7,13,9,0,69.65,1,0.24,1,3
8624,15,3,4,15,4,5,98.53,5,0.06,2,3
8625,75,8,9,14,1,3,68.63,5,0.0,0,0
8626,56,17,4,6,9,0,76.12,0,0.25,2,5
8627,62,3,3,15,3,0,78.09,5,0.5,1,5
8628,82,18,9,3,6,1,96.01,1,0.33,0,0
8629,69,14,10,2,7,0,86.39,3,0.88,2,1
8630,81,18,2,16,3,4,95.64,1,0.92,0,4
8631,24,9,9,3,1,5,73.66,0,0.17,2,2
8632,40,18,9,4,5,5,92.84,5,0.0,1,2
8633,80,7,3,14,1,5,78.92,5,0.34,3,0
8634,2,17,9,10,3,3,85.91,5,0.15,0,4
8635,44,2,5,5,8,4,70.93,4,0.48,1,2
8636,21,9,4,9,3,3,78.37,4,0.23,1,0
8637,66,1,10,15,9,0,94.24,6,0.37,1,4
8638,21,13,10,2,4,4,84.21,5,0.65,0,0
8639,63,9,3,6,7,4,65.74,8,0.3,1,1
8640,11,16,7,16,10,4,95.65,5,0.54,0,3
8641,63,16,4,5,10,2,82.96,0,0.55,3,4
8642,13,2,10,7,3,5,68.02,5,0.9,0,4
8643,53,8,7,11,8,1,90.04,1,0.14,0,5
8644,17,5,9,8,10,5,90.47,5,0.33,1,0
8645,37,9,8,2,6,0,88.63,8,0.28,3,4
8646,19,9,6,16,2,5,87.24,5,0.02,2,1
8647,4,4,11,7,9,3,70.44,5,0.64,3,2
8648,74,17,6,11,5,0,89.01,6,0.26,3,3
8649,70,16,2,2,5,1,76.04,0,0.92,1,1
8650,52,20,8,14,7,1,60.97,3,0.91,3,4
8651,18,10,3,10,8,4,62.76,7,0.89,1,5
8652,23,11,8,14,1,5,90.17,7,0.43,2,4
8653,43,12,2,11,10,5,80.72,2,0.73,1,1
8654,52,20,5,7,8,3,77.74,1,0.59,0,1
8655,60,5,3,12,10,1,99.59,8,0.74,0,5
8656,26,19,3,13,3,4,61.34,2,0.56,2,3
8657,26,14,11,16,9,4,92.31,5,0.04,1,4
8658,26,13,11,8,4,5,93.46,5,0.17,2,3
8659,60,3,3,7,9,3,82.63,4,0.78,0,3
8660,86,16,10,9,9,4,81.17,4,0.37,0,3
8661,42,11,10,5,1,0,62.0,6,0.55,1,5
8662,17,4,9,15,4,3,98.48,5,1.0,1,3
8663,55,12,8,11,10,0,91.4,7,0.72,2,5
8664,31,1,11,7,9,0,76.06,6,0.25,0,4
8665,66,9,7,15,5,3,69.54,3,0.38,2,3
8666,37,15,4,15,5,4,95.84,8,0.9,3,5
8667,98,8,2,6,9,4,85.1,7,0.83,3,5
8668,45,13,5,15,4,2,88.08,4,0.97,3,3
8669,75,5,7,14,3,1,65.98,2,0.58,3,2
8670,70,5,6,11,4,1,81.51,6,0.49,1,2
8671,72,14,10,9,6,5,95.52,0,0.73,3,3
8672,27,14,8,7,5,4,90.69,2,0.48,1,4
8673,79,3,8,8,2,3,86.81,3,0.82,0,0
8674,13,13,5,10,6,3,78.97,6,0.73,2,1
8675,75,11,4,4,1,3,77.26,6,0.85,3,5
8676,75,7,7,3,6,1,96.22,0,0.33,1,0
8677,94,11,3,9,4,5,88.6,3,0.92,3,0
8678,89,6,4,13,2,2,84.85,5,0.52,3,4
8679,57,3,8,3,8,4,94.65,5,0.83,0,3
8680,3,16,3,9,2,2,79.48,5,0.63,0,5
8681,34,4,2,7,8,1,99.85,3,0.89,1,2
8682,4,18,6,9,1,5,61.65,6,0.51,2,5
8683,59,8,5,5,5,3,71.33,4,0.51,0,5
8684,55,9,11,16,10,2,98.86,5,0.47,0,3
8685,56,10,5,13,4,5,62.54,3,0.48,2,4
8686,45,17,6,8,9,5,70.34,0,0.6,0,5
8687,73,12,11,3,8,0,91.42,3,0.43,2,0
8688,95,13,9,2,6,0,75.62,7,0.79,1,5
8689,91,1,2,7,10,0,63.01,5,0.16,3,2
8690,92,7,11,4,2,4,91.24,1,0.25,2,0
8691,73,20,7,16,1,2,62.62,6,0.78,3,0
8692,22,5,2,4,10,4,91.23,8,0.81,3,5
8693,30,16,9,6,9,1,74.01,1,0.24,2,2
8694,58,19,11,11,7,2,64.17,0,0.88,0,1
8695,48,19,10,16,1,3,94.27,3,0.02,2,2
8696,63,17,2,3,5,0,60.53,1,0.79,0,5
8697,81,3,9,15,6,0,66.7,0,0.07,1,4
8698,63,3,10,10,9,5,74.94,1,0.01,2,1
8699,54,2,6,4,1,0,92.73,6,0.57,1,1
8700,4,2,7,15,10,5,93.07,3,0.01,0,4
8701,21,20,5,2,9,0,95.08,6,0.25,0,1
8702,61,19,5,12,6,3,98.76,6,0.78,2,1
8703,5,9,2,4,8,4,65.93,4,0.13,0,0
8704,26,2,11,4,7,2,81.67,5,0.59,2,0
8705,82,4,8,14,7,5,68.37,0,0.92,0,1
8706,21,15,2,9,3,4,89.36,0,0.0,3,3
8707,72,17,11,15,6,2,98.93,6,0.14,0,2
8708,7,19,8,3,9,1,94.04,8,0.23,2,2
8709,59,18,10,10,10,1,92.93,6,0.9,1,3
8710,13,15,8,13,1,5,94.68,0,0.8,0,1
8711,59,18,2,10,5,2,71.23,2,0.86,2,3
8712,83,3,3,9,6,5,66.06,5,0.58,2,1
8713,38,2,5,15,3,2,88.56,7,0.02,1,4
8714,31,15,3,5,2,0,70.33,0,0.63,0,2
8715,35,10,10,15,6,1,96.27,5,0.49,3,4
8716,25,12,6,11,4,4,90.62,0,0.29,1,2
8717,86,15,2,12,9,2,64.1,7,0.89,1,5
8718,45,12,4,12,5,2,66.62,6,0.44,0,3
8719,2,3,4,6,9,2,70.62,2,0.15,2,5
8720,11,3,5,10,7,3,77.53,5,0.35,0,1
8721,46,8,3,6,4,3,78.14,6,0.52,2,1
8722,42,16,10,13,10,0,75.91,7,0.56,0,0
8723,98,9,3,7,5,5,98.65,1,0.5,3,0
8724,94,1,10,3,1,0,65.21,7,0.72,3,3
8725,76,13,11,16,2,5,76.21,1,0.02,2,4
8726,2,19,7,12,4,2,77.59,6,0.5,3,1
8727,82,14,8,7,8,0,66.2,2,0.1,3,0
8728,40,13,6,7,3,5,69.8,3,0.5,2,1
8729,37,11,9,16,2,0,88.51,5,0.91,1,3
8730,36,17,11,3,10,3,85.74,0,0.76,3,0
8731,39,1,4,8,6,0,78.17,5,0.32,2,5
8732,87,9,9,15,9,3,76.17,4,0.44,0,0
8733,18,18,7,14,3,5,69.27,7,0.98,1,1
8734,19,20,10,9,3,4,70.59,8,0.23,1,0
8735,34,8,10,7,10,3,79.71,6,0.2,3,0
8736,34,2,7,6,1,3,83.36,7,0.61,1,5
8737,24,17,6,7,9,0,79.28,6,0.32,1,3
8738,91,13,7,10,1,5,72.12,1,0.14,2,0
8739,73,11,11,11,3,3,82.1,7,0.17,0,5
8740,11,15,10,16,7,5,87.16,6,0.34,2,3
8741,31,2,5,7,5,0,87.3,6,0.5,0,4
8742,86,12,6,8,5,0,61.01,8,0.23,0,4
8743,97,6,8,11,2,2,61.57,3,0.7,3,0
8744,18,20,8,4,7,3,60.11,7,0.11,0,1
8745,92,17,3,2,8,0,72.48,4,0.75,0,0
8746,81,16,9,8,3,4,84.16,1,0.5,1,0
8747,33,13,6,2,5,3,86.38,8,0.36,1,5
8748,10,7,7,8,3,2,68.2,6,0.62,1,5
8749,13,3,9,14,8,3,71.05,5,0.03,3,1
8750,90,15,7,13,3,4,99.5,8,0.56,3,4
8751,38,4,9,14,1,0,75.15,4,0.17,3,3
8752,93,4,9,13,8,5,67.89,0,0.05,1,1
8753,66,15,9,3,1,2,78.33,6,0.83,2,0
8754,75,13,7,9,9,3,65.19,3,0.82,2,3
8755,66,15,11,11,3,2,96.23,7,0.8,1,0
8756,59,20,5,7,9,4,95.34,2,0.55,0,4
8757,28,12,5,6,5,4,83.8,7,0.6,0,4
8758,66,13,6,14,7,3,80.94,6,0.72,3,2
8759,86,1,3,10,9,1,98.64,5,0.65,3,2
8760,54,1,4,6,3,3,67.96,1,0.02,1,4
8761,3,5,8,12,4,1,95.61,7,0.51,1,2
8762,40,12,5,3,6,0,85.15,5,0.5,2,3
8763,25,11,9,11,4,1,76.97,6,0.83,0,0
8764,50,4,10,4,6,3,74.16,8,0.68,3,5
8765,23,6,4,7,7,4,63.26,4,0.26,0,4
8766,3,5,10,3,8,1,71.05,5,0.0,1,1
8767,16,7,2,14,3,5,70.8,7,0.94,3,3
8768,55,17,3,13,4,3,76.73,0,0.16,2,2
8769,41,18,3,13,3,0,94.32,3,0.93,1,2
8770,16,7,6,13,5,0,69.88,3,0.56,2,2
8771,59,2,5,2,5,5,81.73,3,0.05,3,1
8772,23,11,10,13,9,5,75.81,7,0.86,0,0
8773,71,2,3,9,7,3,97.88,5,0.79,0,2
8774,18,17,4,16,6,1,66.19,0,0.23,3,4
8775,89,2,11,9,4,5,93.45,7,0.87,1,3
8776,56,1,5,8,4,1,69.16,0,0.13,0,3
8777,51,20,9,8,6,0,99.16,4,0.08,3,3
8778,81,3,5,2,9,4,82.35,0,0.58,1,4
8779,26,5,4,14,10,2,90.83,6,0.47,3,0
8780,80,3,11,11,1,3,74.84,5,0.91,2,3
8781,49,12,9,3,7,2,70.39,0,0.64,2,0
8782,75,20,8,9,1,1,62.28,8,0.88,1,4
8783,55,16,8,7,10,3,85.88,6,0.91,0,2
8784,28,11,10,13,4,2,66.41,0,0.21,3,0
8785,73,3,6,5,10,4,64.27,1,0.75,1,0
8786,65,9,5,4,10,1,71.65,1,0.41,0,5
8787,74,10,2,2,5,4,82.31,8,0.42,3,2
8788,59,15,8,6,1,2,71.19,8,0.23,1,3
8789,78,15,2,12,9,0,89.38,2,0.37,3,4
8790,31,16,3,11,1,0,72.11,6,0.76,3,0
8791,89,14,10,16,4,4,65.7,5,0.71,0,5
8792,41,7,3,2,2,4,64.4,2,0.8,1,1
8793,47,11,7,13,2,0,64.53,0,0.02,3,3
8794,12,2,3,11,8,0,63.68,3,0.98,0,0
8795,98,14,7,15,1,1,87.07,2,0.32,1,5
8796,100,14,9,3,4,3,81.22,2,0.64,1,5
8797,3,16,6,15,10,0,80.97,5,0.16,3,5
8798,6,5,2,4,3,1,66.61,2,0.42,1,4
8799,14,1,11,6,9,0,77.08,1,0.09,1,2
8800,76,3,7,14,4,3,76.27,0,0.54,2,5
8801,88,8,3,3,10,3,82.95,2,0.69,2,3
8802,89,15,5,12,5,3,60.98,5,0.99,1,5
8803,60,1,5,15,7,3,64.06,5,0.3,2,4
8804,89,15,5,9,10,1,81.19,6,0.43,0,2
8805,53,3,6,16,2,3,87.74,4,0.75,0,4
8806,17,5,6,14,3,0,93.32,0,0.61,0,2
8807,8,5,11,10,5,2,62.04,6,1.0,1,4
8808,99,2,2,12,4,5,93.19,5,0.54,2,1
8809,67,2,11,7,5,4,66.83,8,0.35,3,3
8810,82,19,5,7,1,3,70.53,1,0.97,0,2
8811,65,17,6,7,1,1,93.27,1,0.79,0,3
8812,30,12,4,5,8,5,86.18,5,0.43,0,3
8813,75,17,2,4,7,3,77.47,4,0.73,0,1
8814,64,10,10,14,9,5,62.14,0,0.74,2,2
8815,79,12,11,13,1,1,84.16,3,0.82,2,0
8816,15,3,3,12,1,0,85.98,8,0.79,0,0
8817,18,2,2,15,5,1,91.28,1,0.32,1,2
8818,49,6,7,9,7,5,81.14,8,0.02,3,2
8819,63,3,10,3,1,0,94.76,2,0.2,1,3
8820,49,16,4,2,2,5,64.5,4,0.9,1,4
8821,50,1,9,12,6,2,71.77,1,0.91,0,4
8822,39,5,6,15,8,5,63.81,3,0.81,0,4
8823,92,10,10,3,9,1,73.51,7,0.99,0,4
8824,7,16,9,11,6,3,63.18,4,0.36,3,5
8825,34,9,4,15,10,2,92.98,7,0.23,2,1
8826,29,6,2,13,2,2,97.87,0,0.35,1,4
8827,12,12,7,16,1,2,65.13,2,0.01,2,3
8828,40,1,8,9,8,1,83.74,3,0.38,2,3
8829,6,6,5,14,9,3,79.83,2,0.95,2,0
8830,6,8,9,13,1,3,99.31,3,0.59,2,1
8831,31,12,7,8,4,0,99.96,0,0.17,1,5
8832,68,13,9,10,2,5,85.33,0,0.06,0,3
8833,52,11,2,7,6,0,94.32,7,0.41,0,1
8834,40,16,9,13,4,5,99.26,8,0.87,0,2
8835,60,16,11,5,4,0,88.5,6,0.66,1,3
8836,79,8,3,4,10,5,89.45,0,0.66,3,3
8837,25,3,3,14,4,0,74.81,7,0.48,3,1
8838,37,12,10,9,5,1,65.44,4,0.85,3,2
8839,13,1,9,5,5,5,90.69,0,0.63,3,5
8840,83,9,7,10,10,4,86.85,6,0.3,3,5
8841,41,17,5,7,7,5,93.48,1,0.33,0,1
8842,2,5,7,3,4,3,90.2,6,0.17,1,1
8843,88,11,10,16,2,2,94.71,4,0.72,3,0
8844,2,8,8,7,4,2,67.37,8,0.51,2,4
8845,15,1,9,7,5,5,70.1,4,0.68,3,4
8846,11,8,7,14,4,5,65.36,2,0.66,1,4
8847,39,17,11,2,10,4,72.01,1,0.47,0,1
8848,19,1,10,9,9,4,73.99,2,0.83,2,2
8849,55,19,7,8,2,2,79.93,6,0.48,0,0
8850,78,3,2,3,7,5,83.36,4,0.88,2,4
8851,44,19,7,11,2,3,97.38,0,0.62,2,2
8852,52,4,6,15,1,1,73.74,2,0.11,2,3
8853,69,6,5,2,9,4,90.46,1,0.03,3,1
8854,53,5,7,2,2,0,70.2,0,0.84,0,1
8855,25,20,3,10,3,1,73.13,2,0.39,0,2
8856,87,8,3,7,9,0,83.14,0,0.54,1,1
8857,17,4,6,7,1,1,75.87,2,0.18,2,0
8858,25,8,6,9,9,0,79.7,6,0.26,1,5
8859,33,1,11,6,9,0,61.05,5,0.64,3,0
8860,61,7,11,8,4,1,97.0,2,0.24,3,2
8861,92,11,7,9,1,4,77.55,2,0.59,0,1
8862,75,6,11,7,8,3,70.96,0,0.72,0,1
8863,90,3,4,11,5,3,92.73,0,0.97,3,3
8864,5,18,2,6,7,2,72.52,1,0.56,1,0
8865,9,20,3,10,4,5,84.1,5,0.08,2,1
8866,51,10,10,6,2,2,97.34,4,0.81,2,1
8867,4,3,4,16,7,3,73.39,5,0.2,2,3
8868,18,3,9,4,7,3,74.32,0,0.41,3,4
8869,44,16,2,6,8,1,94.91,1,0.26,1,2
8870,35,14,8,16,7,3,90.53,1,0.53,3,0
8871,39,16,4,15,10,1,93.68,5,0.45,0,3
8872,20,10,4,2,10,4,91.88,8,0.18,2,4
8873,46,17,7,16,3,1,96.73,6,0.64,0,5
8874,76,1,3,16,10,2,61.05,6,0.03,2,1
8875,28,10,8,12,10,2,68.64,2,0.16,3,2
8876,81,3,2,6,10,4,97.53,4,0.03,0,2
8877,70,11,10,9,7,0,90.64,4,0.97,0,3
8878,38,2,2,6,3,1,93.61,4,0.88,1,2
8879,5,3,9,6,1,0,75.37,1,0.29,0,4
8880,30,10,11,16,1,2,98.13,4,0.71,0,0
8881,2,17,5,9,1,3,89.52,0,0.26,2,5
8882,61,18,4,10,7,3,75.1,8,0.65,1,1
8883,17,15,7,5,1,0,81.36,1,0.47,2,3
8884,58,4,7,9,4,4,75.5,4,0.0,1,0
8885,64,5,3,7,3,2,60.97,6,0.62,1,5
8886,3,13,9,16,1,5,96.7,8,0.52,1,0
8887,86,15,4,13,9,1,94.25,3,0.29,1,3
8888,63,10,3,7,1,4,90.62,0,0.65,2,1
8889,28,7,11,12,10,1,83.47,3,0.5,0,5
8890,51,5,9,5,8,5,99.17,7,0.2,2,5
8891,73,11,11,3,4,5,66.67,5,0.86,0,0
8892,26,8,9,7,3,4,64.72,6,0.51,1,1
8893,30,16,10,7,3,2,75.74,4,0.54,0,0
8894,1,10,3,6,10,3,61.77,0,0.57,0,4
8895,86,6,10,14,3,2,73.65,6,0.84,2,0
8896,10,12,7,7,9,2,90.87,2,0.62,1,5
8897,33,2,10,5,7,1,91.13,5,0.52,1,4
8898,60,2,8,11,5,5,94.44,3,0.09,3,4
8899,74,11,11,6,1,2,69.9,2,0.17,0,2
8900,68,10,4,11,9,4,99.65,6,0.2,3,1
8901,40,1,2,13,1,1,86.46,1,0.09,0,3
8902,81,3,11,15,7,1,85.5,6,0.97,1,0
8903,48,15,3,8,3,3,62.88,7,0.91,3,5
8904,99,5,7,4,2,2,95.56,6,0.4,0,4
8905,3,2,9,7,10,0,93.15,7,0.08,1,4
8906,96,19,11,15,10,0,69.9,7,0.57,3,0
8907,59,17,9,11,6,2,81.68,1,0.92,2,0
8908,92,20,8,10,2,1,72.99,7,0.71,0,1
8909,34,4,4,7,4,2,81.36,5,0.01,0,2
8910,70,8,10,4,9,2,79.15,2,0.44,1,0
8911,51,5,9,4,1,4,62.97,3,0.91,3,4
8912,44,7,6,12,1,2,88.78,8,0.93,2,3
8913,75,6,6,8,9,3,64.85,5,0.22,0,3
8914,25,11,8,13,6,2,77.14,8,0.15,2,3
8915,60,9,10,10,5,2,77.57,2,0.83,0,2
8916,87,17,10,16,9,5,62.81,4,0.44,1,3
8917,4,9,4,2,9,0,81.87,1,0.58,2,3
8918,25,19,8,7,4,3,60.14,0,0.08,1,1
8919,76,20,2,9,2,5,69.19,7,0.9,1,2
8920,31,3,6,6,3,3,87.94,8,0.42,2,4
8921,99,12,8,4,10,3,70.1,0,0.73,0,5
8922,3,6,6,16,8,2,89.69,0,0.53,3,2
8923,47,6,5,3,9,4,98.73,1,0.74,1,1
8924,87,8,5,8,6,2,61.42,4,0.88,3,4
8925,25,15,5,8,9,1,96.03,6,0.29,2,4
8926,94,8,2,4,1,5,83.63,3,0.6,1,5
8927,68,5,10,12,10,0,77.48,2,0.39,0,5
8928,53,3,10,15,4,1,86.65,4,0.94,3,2
8929,14,7,3,5,5,2,96.88,4,0.06,3,1
8930,70,20,3,10,5,3,92.6,7,0.01,1,0
8931,26,17,9,9,3,3,80.63,2,0.12,2,1
8932,17,19,7,10,6,3,79.54,1,0.45,2,5
8933,54,9,10,13,5,1,82.38,0,0.85,2,0
8934,68,18,9,15,8,3,79.84,4,0.15,2,4
8935,23,20,8,6,9,4,90.19,1,0.69,0,3
8936,43,14,10,15,5,0,65.96,2,0.01,3,0
8937,77,5,11,2,10,2,91.9,0,0.63,1,2
8938,63,5,4,7,2,1,70.56,6,0.73,0,3
8939,79,11,9,6,3,1,72.85,3,0.16,0,5
8940,48,9,5,14,3,1,99.36,5,0.16,2,3
8941,23,9,10,4,9,3,66.03,8,0.63,0,0
